,Department,Teacher_ID,Teacher_Name,Year,Course_ID,Course_Duration,Course_Ressources,Course_Ress_Digit,Course_Ress_inClass,Digitalization_Ressource_Ratio,Digitalization_Ressource_Percent,Number_Video,Number_QCM,Number_Test,Number_Lecture,Number_Exercise,Number_Exam,Sequence
4939,Economy,1,Lenoir,2018,20,27,17,7,10,0.41,41,2,4,1,7,2,1,Lecture-QCM-Lecture-Exercise-Lecture-Video-Lecture-Exercise-Examen-QCM-QCM-Lecture-Lecture-QCM-Video-Lecture-Test
4940,Economy,2,Gile,2018,21,50,16,7,9,0.44,44,4,3,0,7,1,1,QCM-Lecture-Video-Lecture-Exercise-Lecture-Video-QCM-Video-Lecture-Lecture-Lecture-QCM-Lecture-Video-Examen
4941,Economy,2,Gile,2018,22,12,10,2,8,0.2,20,1,1,0,6,2,0,Lecture-Lecture-Lecture-Lecture-Lecture-QCM-Exercise-Exercise-Video-Lecture
4942,Economy,2,Gile,2018,23,51,48,40,8,0.83,83,21,18,1,6,0,2,Video-QCM-Video-Video-Video-Video-QCM-Lecture-Video-QCM-QCM-Video-Video-QCM-Lecture-Lecture-Examen-Video-Video-QCM-Video-QCM-Lecture-Video-Video-QCM-QCM-QCM-QCM-QCM-Video-Test-QCM-QCM-Lecture-Video-Video-Lecture-QCM-QCM-Video-Video-QCM-Video-QCM-Video-Video-Examen
4943,Economy,2,Gile,2018,24,32,18,9,9,0.5,50,4,4,1,7,2,0,Video-Lecture-Lecture-Video-QCM-Lecture-Exercise-QCM-Lecture-Lecture-Exercise-QCM-Lecture-Video-QCM-Video-Lecture-Test
4944,Economy,2,Gile,2018,25,13,9,4,5,0.44,44,2,1,1,2,2,1,Exercise-Lecture-Video-QCM-Test-Exercise-Lecture-Video-Examen
4945,Economy,2,Gile,2018,26,28,12,6,6,0.5,50,4,2,0,4,1,1,Lecture-Video-Video-Video-Exercise-QCM-Video-Lecture-Lecture-Lecture-QCM-Examen
4946,Economy,2,Gile,2018,27,39,14,4,10,0.29,29,2,2,0,7,3,0,Exercise-Lecture-Lecture-Video-Lecture-Lecture-QCM-Lecture-Exercise-QCM-Video-Exercise-Lecture-Lecture
4947,Economy,2,Gile,2018,28,35,20,14,6,0.7,70,7,6,1,4,2,0,Lecture-Video-Lecture-QCM-Lecture-QCM-QCM-Lecture-Exercise-Video-Video-QCM-Video-Video-QCM-QCM-Exercise-Video-Video-Test
4948,Economy,2,Gile,2018,29,28,12,10,2,0.83,83,4,5,1,2,0,0,Lecture-Lecture-QCM-QCM-QCM-Video-QCM-Video-Video-QCM-Video-Test
4949,Economy,2,Gile,2018,30,39,27,5,22,0.19,19,1,4,0,16,5,1,Lecture-Lecture-Lecture-Lecture-Lecture-Exercise-Lecture-Lecture-Lecture-QCM-Lecture-Lecture-Exercise-Exercise-Lecture-Lecture-Video-QCM-Lecture-QCM-Lecture-Exercise-QCM-Lecture-Lecture-Exercise-Examen
4950,Economy,2,Gile,2018,31,21,14,4,10,0.29,29,1,3,0,8,1,1,Lecture-QCM-QCM-QCM-Lecture-Lecture-Lecture-Video-Exercise-Lecture-Lecture-Lecture-Lecture-Examen
4951,Economy,2,Gile,2018,32,21,7,3,4,0.43,43,3,0,0,2,1,1,Video-Lecture-Lecture-Exercise-Video-Video-Examen
4952,Economy,3,Detienne,2018,33,46,35,5,30,0.14,14,2,2,1,19,9,2,Lecture-Lecture-Exercise-Exercise-Lecture-Lecture-Lecture-Lecture-Lecture-Lecture-Lecture-Examen-Lecture-Lecture-QCM-Exercise-Lecture-Lecture-Lecture-QCM-Video-Exercise-Lecture-Examen-Lecture-Exercise-Lecture-Lecture-Lecture-Exercise-Exercise-Exercise-Video-Exercise-Test
4953,Economy,3,Detienne,2018,34,8,5,3,2,0.6,60,2,1,0,2,0,0,Video-Lecture-QCM-Video-Lecture
4954,Economy,3,Detienne,2018,35,21,15,7,8,0.47,47,3,3,1,4,3,1,Video-QCM-Exercise-Lecture-Lecture-Lecture-Lecture-Examen-QCM-Video-Exercise-QCM-Exercise-Video-Test
4955,Economy,3,Detienne,2018,36,33,23,7,16,0.3,30,3,4,0,13,2,1,QCM-Lecture-QCM-Video-Lecture-Lecture-Exercise-Lecture-Exercise-QCM-Lecture-Lecture-Video-Lecture-Lecture-Lecture-QCM-Lecture-Lecture-Lecture-Video-Lecture-Examen
4956,Economy,3,Detienne,2018,37,36,23,6,17,0.26,26,3,3,0,11,5,1,Lecture-Lecture-Lecture-QCM-Exercise-Lecture-Lecture-Lecture-Lecture-Exercise-Video-QCM-Lecture-Lecture-QCM-Exercise-Video-Exercise-Lecture-Exercise-Lecture-Video-Examen
4957,Economy,3,Detienne,2018,38,15,15,7,8,0.47,47,2,4,1,5,2,1,Lecture-Lecture-QCM-QCM-Video-Lecture-Lecture-Examen-Video-QCM-QCM-Lecture-Exercise-Exercise-Test
4958,Economy,3,Detienne,2018,39,22,15,14,1,0.93,93,7,6,1,1,0,0,Video-QCM-QCM-Video-Video-Video-Video-QCM-QCM-Lecture-Video-QCM-Video-QCM-Test
4959,Economy,3,Detienne,2018,40,26,11,8,3,0.73,73,4,2,2,3,0,0,Video-Video-Lecture-Video-Lecture-Test-QCM-QCM-Lecture-Video-Test
4960,Economy,3,Detienne,2018,41,12,5,3,2,0.6,60,3,0,0,0,1,1,Exercise-Video-Video-Video-Examen
4961,Economy,3,Detienne,2018,42,12,5,1,4,0.2,20,1,0,0,1,2,1,Exercise-Video-Lecture-Exercise-Examen
4962,Economy,3,Detienne,2018,43,14,13,2,11,0.15,15,1,1,0,8,3,0,Exercise-Lecture-Lecture-Lecture-QCM-Video-Lecture-Lecture-Lecture-Exercise-Lecture-Lecture-Exercise
4963,Economy,3,Detienne,2018,44,17,7,5,2,0.71,71,2,2,1,1,1,0,Video-Video-QCM-Exercise-Lecture-QCM-Test
4964,Economy,3,Detienne,2018,45,19,8,5,3,0.62,62,2,3,0,1,1,1,QCM-Exercise-QCM-Video-Lecture-Video-QCM-Examen
4965,Economy,3,Detienne,2018,46,8,5,3,2,0.6,60,1,2,0,2,0,0,Lecture-QCM-Video-Lecture-QCM
4966,Economy,3,Detienne,2018,47,44,17,11,6,0.65,65,7,3,1,5,0,1,Lecture-Video-Video-Lecture-Video-QCM-Video-Video-Test-Video-Video-QCM-Lecture-Lecture-QCM-Lecture-Examen
4967,Economy,3,Detienne,2018,48,33,20,14,6,0.7,70,6,7,1,6,0,0,Video-Video-Video-Lecture-Lecture-QCM-Lecture-Lecture-Lecture-Video-Video-QCM-Lecture-QCM-Video-QCM-QCM-QCM-QCM-Test
4968,Economy,4,Deville,2018,49,35,29,13,16,0.45,45,7,6,0,10,5,1,Video-Lecture-Video-Exercise-Video-Lecture-Lecture-Video-QCM-QCM-Video-Lecture-Lecture-QCM-QCM-Lecture-Exercise-Lecture-Video-Exercise-Lecture-Exercise-QCM-Exercise-QCM-Lecture-Lecture-Video-Examen
4969,Economy,4,Deville,2018,50,23,13,5,8,0.38,38,2,3,0,6,2,0,QCM-Lecture-Lecture-Video-Exercise-Lecture-Lecture-Lecture-Exercise-Video-QCM-QCM-Lecture
4970,Economy,4,Deville,2018,51,8,4,3,1,0.75,75,2,1,0,1,0,0,Lecture-Video-QCM-Video
4971,Economy,4,Deville,2018,52,18,16,4,12,0.25,25,1,3,0,10,2,0,Lecture-Lecture-Lecture-Lecture-Lecture-Lecture-Exercise-Lecture-QCM-QCM-Lecture-Lecture-Exercise-Video-Lecture-QCM
4972,Economy,4,Deville,2018,53,7,3,3,0,1.0,100,3,0,0,0,0,0,Video-Video-Video
4973,Economy,4,Deville,2018,54,36,22,2,20,0.09,9,1,1,0,13,5,2,Lecture-Lecture-QCM-Lecture-Lecture-Lecture-Exercise-Lecture-Lecture-Lecture-Examen-Lecture-Exercise-Exercise-Lecture-Video-Lecture-Exercise-Lecture-Lecture-Exercise-Examen
4974,Economy,4,Deville,2018,55,40,39,15,24,0.38,38,8,6,1,18,4,2,Exercise-Video-Lecture-Video-Video-Video-Lecture-Lecture-Exercise-Video-Lecture-Lecture-Exercise-Examen-Lecture-Exercise-QCM-Lecture-Lecture-Video-Lecture-Video-Lecture-Lecture-Lecture-Test-QCM-QCM-Lecture-Lecture-Lecture-QCM-Lecture-QCM-Video-Lecture-QCM-Lecture-Examen
4975,Economy,4,Deville,2018,56,13,12,1,11,0.08,8,1,0,0,8,3,0,Exercise-Lecture-Lecture-Video-Exercise-Lecture-Lecture-Lecture-Lecture-Lecture-Exercise-Lecture
4976,Economy,4,Deville,2018,57,19,14,4,10,0.29,29,2,2,0,7,3,0,Lecture-QCM-Exercise-Lecture-Video-Lecture-Lecture-Lecture-Video-Lecture-Exercise-Lecture-QCM-Exercise
4977,Economy,5,St. Jean,2018,58,26,18,16,2,0.89,89,10,5,1,2,0,0,Video-Lecture-QCM-Video-Lecture-QCM-Video-Video-Video-Video-QCM-Video-Video-QCM-Video-QCM-Video-Test
4978,Economy,5,St. Jean,2018,59,41,22,4,18,0.18,18,1,3,0,13,4,1,Lecture-Lecture-Exercise-Lecture-Lecture-Lecture-Lecture-QCM-Lecture-Lecture-Lecture-Lecture-Lecture-Lecture-Lecture-Exercise-QCM-Exercise-Video-Exercise-QCM-Examen
4979,Economy,5,St. Jean,2018,60,39,17,6,11,0.35,35,2,4,0,9,1,1,Lecture-Lecture-Lecture-QCM-Lecture-QCM-QCM-Video-Lecture-QCM-Lecture-Lecture-Lecture-Lecture-Exercise-Video-Examen
4980,Economy,5,St. Jean,2018,61,36,36,9,27,0.25,25,6,3,0,18,8,1,Video-Video-Lecture-Exercise-Lecture-Video-Lecture-Lecture-Lecture-Lecture-Lecture-Lecture-Lecture-QCM-QCM-Exercise-Exercise-Lecture-Lecture-Exercise-Exercise-QCM-Lecture-Lecture-Exercise-Lecture-Exercise-Lecture-Lecture-Exercise-Video-Lecture-Video-Video-Lecture-Examen
4981,Economy,5,St. Jean,2018,62,31,15,7,8,0.47,47,3,3,1,5,2,1,QCM-Lecture-Video-QCM-Lecture-Exercise-Lecture-Examen-Lecture-Video-QCM-Video-Lecture-Exercise-Test
4982,Economy,5,St. Jean,2018,63,6,2,1,1,0.5,50,1,0,0,1,0,0,Video-Lecture
4983,Economy,5,St. Jean,2018,64,37,19,5,14,0.26,26,3,1,1,9,5,0,Lecture-Lecture-Lecture-Exercise-Exercise-Lecture-Video-Video-Exercise-Video-Exercise-Exercise-Lecture-Lecture-Lecture-QCM-Lecture-Lecture-Test
4984,Economy,5,St. Jean,2018,65,9,9,5,4,0.56,56,2,2,1,3,0,1,Lecture-Lecture-QCM-Lecture-Examen-QCM-Video-Video-Test
4985,Economy,5,St. Jean,2018,66,32,18,15,3,0.83,83,10,4,1,2,0,1,Video-Video-Video-Video-Video-QCM-Video-Video-Examen-QCM-Video-Video-Lecture-QCM-Video-QCM-Lecture-Test
4986,Economy,5,St. Jean,2018,67,7,7,3,4,0.43,43,2,1,0,2,1,1,Lecture-Exercise-Video-Lecture-QCM-Video-Examen
4987,Economy,5,St. Jean,2018,68,14,14,2,12,0.14,14,0,2,0,9,3,0,Lecture-Lecture-Lecture-Lecture-Exercise-Lecture-QCM-Lecture-Exercise-QCM-Lecture-Lecture-Exercise-Lecture
4988,Economy,5,St. Jean,2018,69,28,27,14,13,0.52,52,9,5,0,6,6,1,Video-Lecture-QCM-Video-QCM-Video-QCM-Video-Exercise-Exercise-Video-Exercise-QCM-Exercise-Exercise-Lecture-Video-Video-Lecture-Lecture-Lecture-Video-Exercise-Video-QCM-Lecture-Examen
4989,Economy,5,St. Jean,2018,70,5,5,1,4,0.2,20,0,1,0,3,1,0,Lecture-QCM-Exercise-Lecture-Lecture
4990,Economy,5,St. Jean,2018,71,35,35,2,33,0.06,6,1,1,0,23,10,0,Exercise-Lecture-Exercise-Exercise-Exercise-Lecture-Lecture-Lecture-Exercise-Exercise-Lecture-Lecture-Lecture-Lecture-Lecture-Lecture-Lecture-Exercise-QCM-Exercise-Lecture-Lecture-Lecture-Lecture-Exercise-Lecture-Lecture-Video-Lecture-Lecture-Exercise-Lecture-Lecture-Lecture-Lecture
4991,Economy,5,St. Jean,2018,72,6,3,2,1,0.67,67,1,1,0,1,0,0,Video-QCM-Lecture
4992,Economy,5,St. Jean,2018,73,28,24,20,4,0.83,83,12,7,1,3,0,1,QCM-Video-Lecture-Video-QCM-QCM-Video-Video-Video-Video-Lecture-QCM-Test-QCM-Lecture-Video-Video-QCM-Video-Video-QCM-Video-Video-Examen
4993,Engineering,6,Paley,2018,74,39,36,8,28,0.22,22,4,3,1,19,9,0,Lecture-Lecture-QCM-Lecture-Exercise-Lecture-Lecture-Exercise-Lecture-Lecture-Lecture-Lecture-Lecture-Lecture-Video-Lecture-Exercise-Lecture-Exercise-Exercise-Exercise-Exercise-Lecture-QCM-Lecture-Video-Exercise-Video-Video-Lecture-Lecture-Lecture-Lecture-QCM-Exercise-Test
4994,Engineering,6,Paley,2018,75,8,3,3,0,1.0,100,2,1,0,0,0,0,QCM-Video-Video
4995,Engineering,6,Paley,2018,76,34,20,13,7,0.65,65,7,5,1,6,1,0,Video-Video-Video-Lecture-QCM-Lecture-Lecture-Lecture-Lecture-Lecture-Video-Video-QCM-QCM-Video-QCM-QCM-Exercise-Video-Test
4996,Engineering,6,Paley,2018,77,7,5,5,0,1.0,100,4,1,0,0,0,0,Video-Video-QCM-Video-Video
4997,Engineering,6,Paley,2018,78,32,11,6,5,0.55,55,2,3,1,4,0,1,QCM-QCM-Video-Lecture-Lecture-Examen-Video-Lecture-QCM-Lecture-Test
4998,Engineering,6,Paley,2018,79,17,14,6,8,0.43,43,2,4,0,7,1,0,QCM-Lecture-Lecture-QCM-Lecture-Lecture-Lecture-Lecture-Video-QCM-Lecture-Video-QCM-Exercise
4999,Engineering,6,Paley,2018,80,50,41,6,35,0.15,15,3,3,0,24,9,2,Lecture-Video-Exercise-Lecture-Exercise-Lecture-Lecture-Lecture-Lecture-Lecture-Lecture-Lecture-Lecture-Lecture-Exercise-Lecture-Lecture-Exercise-Lecture-Lecture-Examen-Exercise-Video-QCM-Lecture-Lecture-Exercise-Lecture-Lecture-Exercise-Exercise-Lecture-Lecture-Lecture-QCM-Exercise-QCM-Lecture-Lecture-Video-Examen
5000,Engineering,6,Paley,2018,81,10,10,4,6,0.4,40,2,2,0,3,3,0,Exercise-QCM-Video-Lecture-Exercise-QCM-Exercise-Lecture-Video-Lecture
5001,Engineering,6,Paley,2018,82,9,8,7,1,0.88,88,5,2,0,1,0,0,Video-Video-Video-QCM-QCM-Video-Lecture-Video
5002,Engineering,6,Paley,2018,83,14,12,10,2,0.83,83,5,5,0,1,0,1,QCM-Video-Video-Video-Video-QCM-Video-Lecture-QCM-QCM-QCM-Examen
5003,Engineering,6,Paley,2018,84,11,4,1,3,0.25,25,1,0,0,1,1,1,Lecture-Video-Exercise-Examen
5004,Engineering,6,Paley,2018,85,20,19,8,11,0.42,42,6,2,0,7,3,1,Video-Lecture-Exercise-QCM-Video-Lecture-Video-Video-Exercise-Lecture-Lecture-Lecture-Video-Lecture-Exercise-Video-Lecture-QCM-Examen
5005,Engineering,6,Paley,2018,86,37,33,21,12,0.64,64,12,7,2,7,3,2,Video-Lecture-Exercise-Exercise-Video-Lecture-Exercise-QCM-Test-Video-Lecture-QCM-Video-QCM-Video-Lecture-Examen-Lecture-QCM-Video-Lecture-QCM-QCM-Video-Test-QCM-Video-Video-Lecture-Video-Video-Video-Examen
5006,Engineering,6,Paley,2018,87,49,25,7,18,0.28,28,4,1,2,12,6,0,Lecture-Video-Lecture-Lecture-Exercise-QCM-Lecture-Exercise-Exercise-Exercise-Exercise-Video-Test-Lecture-Video-Lecture-Lecture-Lecture-Lecture-Lecture-Lecture-Video-Lecture-Exercise-Test
5007,Engineering,6,Paley,2018,88,27,11,8,3,0.73,73,4,3,1,2,0,1,Video-QCM-QCM-Video-Lecture-Test-QCM-Lecture-Video-Video-Examen
5008,Engineering,6,Paley,2018,89,30,14,11,3,0.79,79,7,4,0,1,2,0,Video-QCM-Exercise-Video-Video-QCM-Video-Video-Video-QCM-Video-Lecture-QCM-Exercise
5009,Engineering,7,Marotte,2018,90,31,27,24,3,0.89,89,13,10,1,2,0,1,QCM-Lecture-QCM-Video-QCM-Video-Video-Video-Video-QCM-QCM-QCM-Video-Test-Video-QCM-QCM-Video-QCM-Video-Video-Lecture-Video-Video-Video-QCM-Examen
5010,Engineering,7,Marotte,2018,91,28,9,4,5,0.44,44,3,1,0,2,2,1,Lecture-Video-Lecture-Video-Exercise-Video-QCM-Exercise-Examen
5011,Engineering,7,Marotte,2018,92,55,27,21,6,0.78,78,9,12,0,6,0,0,Video-QCM-Video-Video-Lecture-Lecture-QCM-Video-QCM-QCM-Video-Video-QCM-QCM-QCM-QCM-Video-Lecture-Lecture-Video-QCM-Lecture-QCM-Video-Lecture-QCM-QCM
5012,Engineering,7,Marotte,2018,93,15,10,7,3,0.7,70,3,3,1,2,1,0,QCM-QCM-Lecture-Video-Lecture-Video-Video-Exercise-QCM-Test
5013,Engineering,7,Marotte,2018,94,53,22,6,16,0.27,27,4,2,0,12,4,0,Video-Lecture-Exercise-Lecture-Lecture-Lecture-QCM-Video-Lecture-Lecture-Video-Lecture-Lecture-Lecture-Video-Lecture-QCM-Exercise-Exercise-Lecture-Lecture-Exercise
5014,Engineering,7,Marotte,2018,95,13,8,5,3,0.62,62,3,1,1,0,2,1,Video-Video-Exercise-Exercise-Examen-QCM-Video-Test
5015,Engineering,7,Marotte,2018,96,27,16,9,7,0.56,56,6,2,1,5,2,0,Video-QCM-QCM-Video-Lecture-Video-Video-Exercise-Lecture-Video-Lecture-Lecture-Video-Exercise-Lecture-Test
5016,Engineering,7,Marotte,2018,97,29,14,4,10,0.29,29,2,1,1,6,4,0,Exercise-Exercise-Exercise-QCM-Video-Video-Lecture-Lecture-Lecture-Lecture-Lecture-Lecture-Exercise-Test
5017,Engineering,7,Marotte,2018,98,11,9,2,7,0.22,22,2,0,0,4,2,1,Lecture-Exercise-Video-Exercise-Lecture-Lecture-Lecture-Video-Examen
5018,Engineering,7,Marotte,2018,99,15,11,8,3,0.73,73,4,3,1,2,0,1,Video-QCM-Lecture-Video-Lecture-Test-Video-Video-QCM-QCM-Examen
5019,Engineering,7,Marotte,2018,100,23,22,9,13,0.41,41,4,5,0,10,3,0,Lecture-Video-Lecture-QCM-QCM-Lecture-Lecture-Exercise-Video-Video-Exercise-QCM-QCM-Lecture-QCM-Video-Lecture-Lecture-Exercise-Lecture-Lecture-Lecture
5020,Engineering,7,Marotte,2018,101,24,9,9,0,1.0,100,6,3,0,0,0,0,Video-QCM-Video-QCM-Video-Video-Video-QCM-Video
5021,Engineering,7,Marotte,2018,102,38,38,3,35,0.08,8,2,1,0,23,11,1,Lecture-Lecture-Lecture-Lecture-Lecture-Exercise-Video-Lecture-Lecture-Exercise-Exercise-Exercise-Lecture-Lecture-Exercise-Lecture-Lecture-Exercise-Lecture-QCM-Lecture-Lecture-Lecture-Lecture-Lecture-Lecture-Exercise-Lecture-Video-Exercise-Lecture-Exercise-Lecture-Lecture-Exercise-Lecture-Exercise-Examen
5022,Engineering,7,Marotte,2018,103,18,14,12,2,0.86,86,7,4,1,0,1,1,QCM-Video-Video-QCM-Video-QCM-Test-QCM-Exercise-Video-Video-Video-Video-Examen
5023,Engineering,8,Constantineau,2018,104,22,22,2,20,0.09,9,2,0,0,11,7,2,Video-Exercise-Lecture-Lecture-Lecture-Exercise-Exercise-Lecture-Exercise-Lecture-Examen-Lecture-Video-Lecture-Lecture-Lecture-Exercise-Exercise-Lecture-Lecture-Exercise-Examen
5024,Engineering,8,Constantineau,2018,105,15,10,8,2,0.8,80,3,4,1,2,0,0,Lecture-QCM-Video-QCM-QCM-Video-Lecture-QCM-Video-Test
5025,Engineering,8,Constantineau,2018,106,8,5,1,4,0.2,20,1,0,0,2,2,0,Lecture-Video-Exercise-Lecture-Exercise
5026,Engineering,8,Constantineau,2018,107,38,33,5,28,0.15,15,3,2,0,18,9,1,QCM-Lecture-Lecture-Lecture-Lecture-Lecture-Lecture-Lecture-QCM-Lecture-Exercise-Lecture-Lecture-Exercise-Lecture-Video-Lecture-Exercise-Lecture-Exercise-Lecture-Exercise-Video-Lecture-Lecture-Exercise-Exercise-Lecture-Exercise-Exercise-Video-Lecture-Examen
5027,Engineering,8,Constantineau,2018,108,22,6,4,2,0.67,67,3,1,0,2,0,0,Video-Video-Video-Lecture-Lecture-QCM
5028,Engineering,8,Constantineau,2018,109,55,37,3,34,0.08,8,2,1,0,23,9,2,Exercise-Lecture-QCM-Exercise-Lecture-Lecture-Exercise-Lecture-Lecture-Lecture-Exercise-Exercise-Lecture-Video-Lecture-Lecture-Exercise-Exercise-Examen-Lecture-Lecture-Lecture-Lecture-Video-Lecture-Lecture-Lecture-Lecture-Exercise-Lecture-Lecture-Exercise-Lecture-Lecture-Lecture-Lecture-Examen
5029,Engineering,8,Constantineau,2018,110,6,2,2,0,1.0,100,0,2,0,0,0,0,QCM-QCM
5030,Engineering,8,Constantineau,2018,111,29,11,7,4,0.64,64,3,4,0,4,0,0,QCM-QCM-QCM-Lecture-Lecture-Lecture-Video-Video-Lecture-QCM-Video
5031,Engineering,9,Berry,2018,112,38,13,11,2,0.85,85,6,3,2,2,0,0,Video-Video-Video-Lecture-QCM-QCM-Test-QCM-Video-Video-Lecture-Video-Test
5032,Engineering,9,Berry,2018,113,40,32,21,11,0.66,66,13,8,0,7,2,2,Video-Exercise-QCM-Lecture-Lecture-Video-Video-QCM-Video-QCM-Video-Video-Video-Lecture-Video-QCM-Examen-Video-Lecture-QCM-QCM-QCM-QCM-Lecture-Video-Video-Exercise-Lecture-Video-Video-Lecture-Examen
5033,Engineering,9,Berry,2018,114,6,6,6,0,1.0,100,3,3,0,0,0,0,Video-QCM-QCM-QCM-Video-Video
5034,Engineering,9,Berry,2018,115,23,16,3,13,0.19,19,1,2,0,10,3,0,Lecture-Lecture-Lecture-QCM-Lecture-Lecture-Exercise-Exercise-QCM-Exercise-Lecture-Lecture-Lecture-Lecture-Lecture-Video
5035,Engineering,9,Berry,2018,116,15,7,1,6,0.14,14,0,1,0,4,2,0,Lecture-Exercise-QCM-Lecture-Lecture-Exercise-Lecture
5036,Engineering,9,Berry,2018,117,27,12,8,4,0.67,67,4,3,1,3,0,1,Video-QCM-Lecture-Video-Video-Lecture-Examen-QCM-QCM-Video-Lecture-Test
5037,Engineering,9,Berry,2018,118,50,49,28,21,0.57,57,14,14,0,19,0,2,Lecture-Video-Lecture-Lecture-Video-Lecture-QCM-Lecture-Video-Lecture-Lecture-QCM-Video-QCM-Lecture-Lecture-Lecture-QCM-Video-Lecture-Video-Lecture-Lecture-Video-Examen-QCM-QCM-Lecture-QCM-Lecture-Lecture-QCM-QCM-QCM-Lecture-QCM-QCM-Lecture-Video-Video-QCM-Video-Video-Lecture-Video-Video-QCM-Video-Examen
5038,Engineering,9,Berry,2018,119,52,39,24,15,0.62,62,12,10,2,12,1,2,Video-Video-Lecture-Lecture-Video-Lecture-Lecture-Video-Lecture-Lecture-Test-Lecture-Lecture-Exercise-Video-QCM-Video-Lecture-Video-Test-Lecture-QCM-Lecture-QCM-QCM-Video-QCM-QCM-Examen-QCM-Video-QCM-Lecture-Video-Video-QCM-Video-QCM-Examen
5039,Engineering,9,Berry,2018,120,7,2,1,1,0.5,50,0,1,0,1,0,0,QCM-Lecture
5040,Engineering,9,Berry,2018,121,9,4,1,3,0.25,25,1,0,0,2,1,0,Exercise-Lecture-Video-Lecture
5041,Engineering,9,Berry,2018,122,56,35,26,9,0.74,74,18,7,1,7,2,0,Video-Video-Exercise-Video-Video-Video-Video-Video-QCM-QCM-Lecture-Video-Video-Lecture-Video-Video-QCM-Video-Lecture-Exercise-Video-QCM-Lecture-Video-Lecture-Video-Video-QCM-Lecture-QCM-Lecture-Video-QCM-Video-Test
5042,Engineering,9,Berry,2018,123,9,9,5,4,0.56,56,3,1,1,2,2,0,Video-Video-Video-Lecture-Exercise-QCM-Exercise-Lecture-Test
5043,Engineering,9,Berry,2018,124,10,3,3,0,1.0,100,3,0,0,0,0,0,Video-Video-Video
5044,Engineering,9,Berry,2018,125,35,32,1,31,0.03,3,1,0,0,20,10,1,Exercise-Lecture-Lecture-Lecture-Exercise-Lecture-Exercise-Lecture-Exercise-Lecture-Lecture-Video-Exercise-Exercise-Lecture-Lecture-Exercise-Lecture-Lecture-Exercise-Lecture-Lecture-Lecture-Lecture-Exercise-Lecture-Lecture-Lecture-Lecture-Lecture-Exercise-Examen
5045,Engineering,10,Pierron,2018,126,13,13,10,3,0.77,77,5,4,1,2,0,1,Video-Video-Lecture-Video-QCM-Video-Test-QCM-QCM-Video-Lecture-QCM-Examen
5046,Engineering,10,Pierron,2018,127,7,3,1,2,0.33,33,1,0,0,2,0,0,Lecture-Video-Lecture
5047,Engineering,10,Pierron,2018,128,8,7,3,4,0.43,43,2,1,0,2,1,1,Lecture-QCM-Video-Video-Exercise-Lecture-Examen
5048,Engineering,10,Pierron,2018,129,15,5,5,0,1.0,100,3,2,0,0,0,0,QCM-Video-Video-QCM-Video
5049,Engineering,10,Pierron,2018,130,33,20,11,9,0.55,55,6,4,1,5,3,1,Video-Lecture-QCM-Video-Video-Exercise-Exercise-Exercise-QCM-Lecture-Test-Lecture-Video-QCM-Lecture-Video-QCM-Video-Lecture-Examen
5050,Engineering,10,Pierron,2018,131,15,6,2,4,0.33,33,1,1,0,3,1,0,QCM-Lecture-Exercise-Lecture-Video-Lecture
5051,Engineering,10,Pierron,2018,132,29,18,11,7,0.61,61,7,3,1,4,2,1,Video-Exercise-Video-Lecture-QCM-Exercise-QCM-Lecture-Test-Video-Video-Lecture-Video-Lecture-Video-Video-QCM-Examen
5052,Engineering,10,Pierron,2018,133,25,25,5,20,0.2,20,2,3,0,15,5,0,Lecture-Lecture-Lecture-Lecture-Lecture-Lecture-Exercise-Lecture-Video-Video-Lecture-Lecture-QCM-Lecture-Exercise-QCM-Exercise-Lecture-Lecture-Exercise-Exercise-QCM-Lecture-Lecture-Lecture
5053,Engineering,10,Pierron,2018,134,24,14,11,3,0.79,79,4,6,1,3,0,0,Lecture-Video-QCM-QCM-Lecture-Video-QCM-QCM-QCM-Video-QCM-Video-Lecture-Test
5054,Engineering,10,Pierron,2018,135,12,4,1,3,0.25,25,0,1,0,2,1,0,Lecture-Exercise-QCM-Lecture
5055,Engineering,10,Pierron,2018,136,27,9,2,7,0.22,22,0,2,0,5,2,0,Lecture-Lecture-Exercise-Lecture-Lecture-QCM-Exercise-QCM-Lecture
5056,Engineering,10,Pierron,2018,137,19,11,4,7,0.36,36,3,1,0,4,2,1,QCM-Lecture-Lecture-Video-Lecture-Video-Exercise-Video-Lecture-Exercise-Examen
5057,Engineering,10,Pierron,2018,138,14,9,7,2,0.78,78,3,3,1,2,0,0,QCM-QCM-Video-Video-Video-Lecture-Lecture-QCM-Test
5058,Engineering,10,Pierron,2018,139,9,5,1,4,0.2,20,1,0,0,2,2,0,Video-Lecture-Exercise-Exercise-Lecture
5059,Engineering,10,Pierron,2018,140,54,27,18,9,0.67,67,14,3,1,3,6,0,Video-Exercise-Video-Video-Exercise-Video-QCM-Video-Video-Lecture-Exercise-Lecture-Video-Video-Video-Lecture-Exercise-Video-Exercise-Video-QCM-Video-Video-Video-Exercise-QCM-Test
5060,Engineering,10,Pierron,2018,141,22,7,5,2,0.71,71,2,3,0,1,0,1,QCM-Lecture-QCM-Video-QCM-Video-Examen
