,Teacher_Name,Department,Year,Course_ID,Course_Duration,Course_Digit,Course_Present,Digit_Ratio,Digit_Percentage,Digitalization,Duration_Video,Duration_QCM,Duration_Exam,Number_Video,Number_QCM,Number_Exam,Number_Ressources,Number_Video_1H,Number_Video_2H,Number_Video_3H,Number_Video_4H,Number_QCM_1H,Number_QCM_2H,Number_Exam_1H,Number_Exam_2H,Number_Exam_3H,Number_Exam_4H,Basic_Sequence,Advanced_Sequence
5242,Tally,Management,2018,518,24,10,14,0.41,41,Medium-Low Digitalization,3,7,0,2,7,0,9,1,1,0,0,7,0,0,0,0,0,QCM-Video-Video-QCM-QCM-QCM-QCM-QCM-QCM,QCM Duration: 1H-Video Duration: 2H-Video Duration: 1H-QCM Duration: 1H-QCM Duration: 1H-QCM Duration: 1H-QCM Duration: 1H-QCM Duration: 1H-QCM Duration: 1H
5243,Tally,Management,2018,519,40,14,26,0.35,34,Medium-Low Digitalization,6,8,0,6,8,0,14,6,0,0,0,8,0,0,0,0,0,Video-QCM-QCM-Video-QCM-QCM-Video-QCM-QCM-Video-QCM-Video-QCM-Video,Video Duration: 1H-QCM Duration: 1H-QCM Duration: 1H-Video Duration: 1H-QCM Duration: 1H-QCM Duration: 1H-Video Duration: 1H-QCM Duration: 1H-QCM Duration: 1H-Video Duration: 1H-QCM Duration: 1H-Video Duration: 1H-QCM Duration: 1H-Video Duration: 1H
5244,Tally,Management,2018,520,17,0,17,0.01,1,Low Digitalization,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
5245,Tally,Management,2018,521,17,13,4,0.74,73,Medium-High Digitalization,5,8,0,3,7,0,10,2,0,1,0,6,1,0,0,0,0,QCM-QCM-Video-QCM-QCM-QCM-Video-QCM-QCM-Video,QCM Duration: 1H-QCM Duration: 2H-Video Duration: 3H-QCM Duration: 1H-QCM Duration: 1H-QCM Duration: 1H-Video Duration: 1H-QCM Duration: 1H-QCM Duration: 1H-Video Duration: 1H
5246,Tally,Management,2018,522,23,14,9,0.61,61,Medium-High Digitalization,7,7,0,7,6,0,13,7,0,0,0,5,1,0,0,0,0,Video-Video-Video-Video-QCM-QCM-Video-QCM-Video-QCM-Video-QCM-QCM,Video Duration: 1H-Video Duration: 1H-Video Duration: 1H-Video Duration: 1H-QCM Duration: 2H-QCM Duration: 1H-Video Duration: 1H-QCM Duration: 1H-Video Duration: 1H-QCM Duration: 1H-Video Duration: 1H-QCM Duration: 1H-QCM Duration: 1H
5247,Tally,Management,2018,523,33,7,26,0.21,20,Low Digitalization,1,5,1,1,4,1,6,1,0,0,0,3,1,1,0,0,0,QCM-Video-QCM-QCM-QCM-Exam,QCM Duration: 2H-Video Duration: 1H-QCM Duration: 1H-QCM Duration: 1H-QCM Duration: 1H-Exam Duration: 1H
5248,Tally,Management,2018,524,27,1,26,0.02,2,Low Digitalization,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,QCM,QCM Duration: 1H
5249,Tally,Management,2018,525,31,1,30,0.02,2,Low Digitalization,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,QCM,QCM Duration: 1H
5250,Tally,Management,2018,526,25,16,9,0.63,63,Medium-High Digitalization,6,9,1,5,9,1,15,4,1,0,0,9,0,1,0,0,0,QCM-QCM-Video-Video-QCM-Video-QCM-QCM-QCM-QCM-Video-QCM-QCM-Video-Exam,QCM Duration: 1H-QCM Duration: 1H-Video Duration: 1H-Video Duration: 1H-QCM Duration: 1H-Video Duration: 2H-QCM Duration: 1H-QCM Duration: 1H-QCM Duration: 1H-QCM Duration: 1H-Video Duration: 1H-QCM Duration: 1H-QCM Duration: 1H-Video Duration: 1H-Exam Duration: 1H
5251,Tally,Management,2018,527,8,2,6,0.22,22,Medium-Low Digitalization,0,2,0,0,2,0,2,0,0,0,0,2,0,0,0,0,0,QCM-QCM,QCM Duration: 1H-QCM Duration: 1H
5252,Tally,Management,2018,528,23,7,16,0.32,32,Medium-Low Digitalization,3,3,1,1,2,1,4,0,0,1,0,1,1,1,0,0,0,QCM-Video-QCM-Exam,QCM Duration: 2H-Video Duration: 3H-QCM Duration: 1H-Exam Duration: 1H
5253,Tally,Management,2018,529,54,15,39,0.27,27,Medium-Low Digitalization,6,9,0,4,8,0,12,2,2,0,0,7,1,0,0,0,0,QCM-Video-QCM-QCM-Video-QCM-QCM-QCM-Video-QCM-QCM-Video,QCM Duration: 1H-Video Duration: 2H-QCM Duration: 1H-QCM Duration: 2H-Video Duration: 2H-QCM Duration: 1H-QCM Duration: 1H-QCM Duration: 1H-Video Duration: 1H-QCM Duration: 1H-QCM Duration: 1H-Video Duration: 1H
5254,Munier,Management,2018,530,19,6,13,0.33,33,Medium-Low Digitalization,2,4,0,1,4,0,5,0,1,0,0,4,0,0,0,0,0,QCM-Video-QCM-QCM-QCM,QCM Duration: 1H-Video Duration: 2H-QCM Duration: 1H-QCM Duration: 1H-QCM Duration: 1H
5255,Munier,Management,2018,531,40,5,35,0.12,11,Low Digitalization,1,3,1,1,2,1,4,1,0,0,0,1,1,1,0,0,0,QCM-Video-QCM-Exam,QCM Duration: 2H-Video Duration: 1H-QCM Duration: 1H-Exam Duration: 1H
5256,Munier,Management,2018,532,40,8,32,0.2,20,Low Digitalization,1,6,1,1,5,1,7,1,0,0,0,4,1,1,0,0,0,QCM-Video-QCM-QCM-QCM-QCM-Exam,QCM Duration: 2H-Video Duration: 1H-QCM Duration: 1H-QCM Duration: 1H-QCM Duration: 1H-QCM Duration: 1H-Exam Duration: 1H
5257,Munier,Management,2018,533,29,9,20,0.31,30,Medium-Low Digitalization,3,5,1,2,5,1,8,1,1,0,0,5,0,1,0,0,0,Video-QCM-Video-QCM-QCM-QCM-QCM-Exam,Video Duration: 1H-QCM Duration: 1H-Video Duration: 2H-QCM Duration: 1H-QCM Duration: 1H-QCM Duration: 1H-QCM Duration: 1H-Exam Duration: 1H
5258,Munier,Management,2018,534,15,0,15,0.03,3,Low Digitalization,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
5259,Munier,Management,2018,535,31,18,13,0.58,58,Medium-High Digitalization,8,9,1,7,9,1,17,6,1,0,0,9,0,1,0,0,0,QCM-QCM-Video-Video-QCM-Video-QCM-Video-QCM-Video-QCM-QCM-QCM-QCM-Video-Video-Exam,QCM Duration: 1H-QCM Duration: 1H-Video Duration: 2H-Video Duration: 1H-QCM Duration: 1H-Video Duration: 1H-QCM Duration: 1H-Video Duration: 1H-QCM Duration: 1H-Video Duration: 1H-QCM Duration: 1H-QCM Duration: 1H-QCM Duration: 1H-QCM Duration: 1H-Video Duration: 1H-Video Duration: 1H-Exam Duration: 1H
5260,Munier,Management,2018,536,24,13,11,0.54,53,Medium-High Digitalization,4,8,1,2,8,1,11,1,0,1,0,8,0,1,0,0,0,QCM-QCM-Video-QCM-Video-QCM-QCM-QCM-QCM-QCM-Exam,QCM Duration: 1H-QCM Duration: 1H-Video Duration: 3H-QCM Duration: 1H-Video Duration: 1H-QCM Duration: 1H-QCM Duration: 1H-QCM Duration: 1H-QCM Duration: 1H-QCM Duration: 1H-Exam Duration: 1H
5261,Pleau,Management,2018,537,14,6,8,0.4,39,Medium-Low Digitalization,2,4,0,1,4,0,5,0,1,0,0,4,0,0,0,0,0,Video-QCM-QCM-QCM-QCM,Video Duration: 2H-QCM Duration: 1H-QCM Duration: 1H-QCM Duration: 1H-QCM Duration: 1H
5262,Pleau,Management,2018,538,30,2,28,0.07,6,Low Digitalization,0,2,0,0,2,0,2,0,0,0,0,2,0,0,0,0,0,QCM-QCM,QCM Duration: 1H-QCM Duration: 1H
5263,Pleau,Management,2018,539,36,34,2,0.94,93,High Digitalization,18,15,1,8,12,1,21,3,1,3,1,9,3,1,0,0,0,Video-QCM-QCM-Video-QCM-QCM-QCM-QCM-Video-QCM-Video-QCM-Video-Video-QCM-Video-QCM-QCM-Video-QCM-Exam,Video Duration: 3H-QCM Duration: 2H-QCM Duration: 2H-Video Duration: 1H-QCM Duration: 1H-QCM Duration: 1H-QCM Duration: 1H-QCM Duration: 1H-Video Duration: 4H-QCM Duration: 1H-Video Duration: 3H-QCM Duration: 1H-Video Duration: 2H-Video Duration: 3H-QCM Duration: 2H-Video Duration: 1H-QCM Duration: 1H-QCM Duration: 1H-Video Duration: 1H-QCM Duration: 1H-Exam Duration: 1H
5264,Pleau,Management,2018,540,26,24,2,0.93,93,High Digitalization,13,10,1,10,7,1,18,7,3,0,0,4,3,1,0,0,0,Video-Video-Video-QCM-Video-Video-QCM-QCM-QCM-Video-Video-Video-QCM-QCM-Video-Video-QCM-Exam,Video Duration: 1H-Video Duration: 1H-Video Duration: 1H-QCM Duration: 2H-Video Duration: 2H-Video Duration: 2H-QCM Duration: 2H-QCM Duration: 1H-QCM Duration: 1H-Video Duration: 1H-Video Duration: 1H-Video Duration: 2H-QCM Duration: 1H-QCM Duration: 2H-Video Duration: 1H-Video Duration: 1H-QCM Duration: 1H-Exam Duration: 1H
5265,Pleau,Management,2018,541,10,8,2,0.78,78,Medium-High Digitalization,3,5,0,1,5,0,6,0,0,1,0,5,0,0,0,0,0,Video-QCM-QCM-QCM-QCM-QCM,Video Duration: 3H-QCM Duration: 1H-QCM Duration: 1H-QCM Duration: 1H-QCM Duration: 1H-QCM Duration: 1H
5266,Pleau,Management,2018,542,9,4,5,0.43,42,Medium-Low Digitalization,2,2,0,1,2,0,3,0,1,0,0,2,0,0,0,0,0,QCM-Video-QCM,QCM Duration: 1H-Video Duration: 2H-QCM Duration: 1H
5267,Pleau,Management,2018,543,20,7,13,0.36,36,Medium-Low Digitalization,4,3,0,2,2,0,4,1,0,1,0,1,1,0,0,0,0,Video-Video-QCM-QCM,Video Duration: 3H-Video Duration: 1H-QCM Duration: 2H-QCM Duration: 1H
5268,Pleau,Management,2018,544,11,3,8,0.25,24,Medium-Low Digitalization,0,3,0,0,3,0,3,0,0,0,0,3,0,0,0,0,0,QCM-QCM-QCM,QCM Duration: 1H-QCM Duration: 1H-QCM Duration: 1H
5269,Pleau,Management,2018,545,12,10,2,0.83,82,High Digitalization,3,7,0,1,7,0,8,0,0,1,0,7,0,0,0,0,0,QCM-QCM-QCM-Video-QCM-QCM-QCM-QCM,QCM Duration: 1H-QCM Duration: 1H-QCM Duration: 1H-Video Duration: 3H-QCM Duration: 1H-QCM Duration: 1H-QCM Duration: 1H-QCM Duration: 1H
5270,Pleau,Management,2018,546,10,2,8,0.21,20,Low Digitalization,0,2,0,0,2,0,2,0,0,0,0,2,0,0,0,0,0,QCM-QCM,QCM Duration: 1H-QCM Duration: 1H
5271,Pleau,Management,2018,547,14,10,4,0.72,71,Medium-High Digitalization,4,6,0,2,5,0,7,1,0,1,0,4,1,0,0,0,0,Video-QCM-QCM-QCM-Video-QCM-QCM,Video Duration: 3H-QCM Duration: 2H-QCM Duration: 1H-QCM Duration: 1H-Video Duration: 1H-QCM Duration: 1H-QCM Duration: 1H
5272,Millon,Management,2018,548,49,13,36,0.27,27,Medium-Low Digitalization,6,7,0,6,7,0,13,6,0,0,0,7,0,0,0,0,0,Video-QCM-Video-Video-QCM-Video-Video-QCM-QCM-QCM-Video-QCM-QCM,Video Duration: 1H-QCM Duration: 1H-Video Duration: 1H-Video Duration: 1H-QCM Duration: 1H-Video Duration: 1H-Video Duration: 1H-QCM Duration: 1H-QCM Duration: 1H-QCM Duration: 1H-Video Duration: 1H-QCM Duration: 1H-QCM Duration: 1H
5273,Millon,Management,2018,549,19,9,10,0.48,47,Medium-Low Digitalization,4,5,0,2,5,0,7,1,0,1,0,5,0,0,0,0,0,QCM-Video-QCM-QCM-Video-QCM-QCM,QCM Duration: 1H-Video Duration: 1H-QCM Duration: 1H-QCM Duration: 1H-Video Duration: 3H-QCM Duration: 1H-QCM Duration: 1H
5274,Millon,Management,2018,550,12,4,8,0.36,35,Medium-Low Digitalization,1,3,0,1,3,0,4,1,0,0,0,3,0,0,0,0,0,QCM-Video-QCM-QCM,QCM Duration: 1H-Video Duration: 1H-QCM Duration: 1H-QCM Duration: 1H
5275,Millon,Management,2018,551,34,10,24,0.29,28,Medium-Low Digitalization,3,6,1,2,5,1,8,1,1,0,0,4,1,1,0,0,0,QCM-Video-QCM-QCM-QCM-QCM-Video-Exam,QCM Duration: 2H-Video Duration: 2H-QCM Duration: 1H-QCM Duration: 1H-QCM Duration: 1H-QCM Duration: 1H-Video Duration: 1H-Exam Duration: 1H
5276,Millon,Management,2018,552,8,7,1,0.82,81,High Digitalization,3,4,0,3,4,0,7,3,0,0,0,4,0,0,0,0,0,Video-Video-QCM-QCM-QCM-QCM-Video,Video Duration: 1H-Video Duration: 1H-QCM Duration: 1H-QCM Duration: 1H-QCM Duration: 1H-QCM Duration: 1H-Video Duration: 1H
5277,Millon,Management,2018,553,37,11,26,0.31,30,Medium-Low Digitalization,4,7,0,4,7,0,11,4,0,0,0,7,0,0,0,0,0,QCM-QCM-QCM-QCM-Video-Video-Video-QCM-QCM-QCM-Video,QCM Duration: 1H-QCM Duration: 1H-QCM Duration: 1H-QCM Duration: 1H-Video Duration: 1H-Video Duration: 1H-Video Duration: 1H-QCM Duration: 1H-QCM Duration: 1H-QCM Duration: 1H-Video Duration: 1H
5278,Millon,Management,2018,554,25,23,2,0.92,91,High Digitalization,11,12,0,9,11,0,20,8,0,1,0,10,1,0,0,0,0,Video-Video-QCM-QCM-QCM-QCM-Video-Video-QCM-Video-QCM-QCM-QCM-Video-Video-QCM-Video-QCM-QCM-Video,Video Duration: 1H-Video Duration: 1H-QCM Duration: 1H-QCM Duration: 1H-QCM Duration: 1H-QCM Duration: 1H-Video Duration: 1H-Video Duration: 1H-QCM Duration: 1H-Video Duration: 1H-QCM Duration: 1H-QCM Duration: 1H-QCM Duration: 1H-Video Duration: 1H-Video Duration: 1H-QCM Duration: 1H-Video Duration: 1H-QCM Duration: 2H-QCM Duration: 1H-Video Duration: 3H
5279,Millon,Management,2018,555,34,34,0,1.0,99,High Digitalization,20,14,0,17,10,0,27,15,1,1,0,6,4,0,0,0,0,Video-Video-Video-Video-QCM-Video-Video-Video-Video-Video-QCM-QCM-QCM-Video-QCM-Video-Video-QCM-QCM-Video-Video-QCM-Video-Video-QCM-Video-QCM,Video Duration: 1H-Video Duration: 1H-Video Duration: 1H-Video Duration: 1H-QCM Duration: 1H-Video Duration: 1H-Video Duration: 1H-Video Duration: 1H-Video Duration: 1H-Video Duration: 1H-QCM Duration: 1H-QCM Duration: 2H-QCM Duration: 2H-Video Duration: 1H-QCM Duration: 1H-Video Duration: 1H-Video Duration: 1H-QCM Duration: 1H-QCM Duration: 2H-Video Duration: 2H-Video Duration: 1H-QCM Duration: 2H-Video Duration: 3H-Video Duration: 1H-QCM Duration: 1H-Video Duration: 1H-QCM Duration: 1H
5280,Millon,Management,2018,556,24,2,22,0.09,8,Low Digitalization,0,2,0,0,2,0,2,0,0,0,0,2,0,0,0,0,0,QCM-QCM,QCM Duration: 1H-QCM Duration: 1H
5281,Millon,Management,2018,557,53,13,40,0.25,24,Medium-Low Digitalization,6,7,0,5,7,0,12,4,1,0,0,7,0,0,0,0,0,QCM-QCM-Video-Video-Video-QCM-QCM-Video-QCM-QCM-Video-QCM,QCM Duration: 1H-QCM Duration: 1H-Video Duration: 1H-Video Duration: 1H-Video Duration: 1H-QCM Duration: 1H-QCM Duration: 1H-Video Duration: 1H-QCM Duration: 1H-QCM Duration: 1H-Video Duration: 2H-QCM Duration: 1H
5282,Millon,Management,2018,558,8,6,2,0.69,69,Medium-High Digitalization,1,4,1,1,3,1,5,1,0,0,0,2,1,1,0,0,0,QCM-Video-QCM-QCM-Exam,QCM Duration: 2H-Video Duration: 1H-QCM Duration: 1H-QCM Duration: 1H-Exam Duration: 1H
5283,Millon,Management,2018,559,30,26,4,0.85,85,High Digitalization,15,9,2,13,7,2,22,11,2,0,0,5,2,2,0,0,0,Video-Video-Video-QCM-Video-Video-Video-QCM-Video-Video-Exam-Video-QCM-QCM-Video-Video-QCM-QCM-Video-QCM-Video-Exam,Video Duration: 1H-Video Duration: 1H-Video Duration: 1H-QCM Duration: 1H-Video Duration: 1H-Video Duration: 1H-Video Duration: 1H-QCM Duration: 2H-Video Duration: 1H-Video Duration: 1H-Exam Duration: 1H-Video Duration: 1H-QCM Duration: 1H-QCM Duration: 1H-Video Duration: 1H-Video Duration: 1H-QCM Duration: 1H-QCM Duration: 1H-Video Duration: 2H-QCM Duration: 2H-Video Duration: 2H-Exam Duration: 1H
5284,Millon,Management,2018,560,40,24,16,0.6,59,Medium-High Digitalization,10,13,1,9,9,1,19,8,1,0,0,5,4,1,0,0,0,Video-QCM-Video-QCM-QCM-QCM-Video-Video-QCM-QCM-Video-Video-QCM-Video-QCM-QCM-Video-Video-Exam,Video Duration: 1H-QCM Duration: 2H-Video Duration: 1H-QCM Duration: 1H-QCM Duration: 2H-QCM Duration: 2H-Video Duration: 1H-Video Duration: 2H-QCM Duration: 1H-QCM Duration: 2H-Video Duration: 1H-Video Duration: 1H-QCM Duration: 1H-Video Duration: 1H-QCM Duration: 1H-QCM Duration: 1H-Video Duration: 1H-Video Duration: 1H-Exam Duration: 1H
5285,Sandoz,Management,2018,561,27,2,25,0.08,7,Low Digitalization,0,2,0,0,2,0,2,0,0,0,0,2,0,0,0,0,0,QCM-QCM,QCM Duration: 1H-QCM Duration: 1H
5286,Sandoz,Management,2018,562,54,9,45,0.17,17,Low Digitalization,2,7,0,2,6,0,8,2,0,0,0,5,1,0,0,0,0,QCM-Video-Video-QCM-QCM-QCM-QCM-QCM,QCM Duration: 2H-Video Duration: 1H-Video Duration: 1H-QCM Duration: 1H-QCM Duration: 1H-QCM Duration: 1H-QCM Duration: 1H-QCM Duration: 1H
5287,Sandoz,Management,2018,563,30,24,6,0.81,80,Medium-High Digitalization,11,12,1,10,9,1,20,9,1,0,0,6,3,1,0,0,0,QCM-Video-Video-QCM-Video-Video-QCM-QCM-Video-QCM-Video-QCM-QCM-Video-Video-QCM-Video-Video-QCM-Exam,QCM Duration: 2H-Video Duration: 1H-Video Duration: 1H-QCM Duration: 2H-Video Duration: 2H-Video Duration: 1H-QCM Duration: 2H-QCM Duration: 1H-Video Duration: 1H-QCM Duration: 1H-Video Duration: 1H-QCM Duration: 1H-QCM Duration: 1H-Video Duration: 1H-Video Duration: 1H-QCM Duration: 1H-Video Duration: 1H-Video Duration: 1H-QCM Duration: 1H-Exam Duration: 1H
5288,Sandoz,Management,2018,564,19,16,3,0.86,86,High Digitalization,8,8,0,6,8,0,14,5,0,1,0,8,0,0,0,0,0,Video-Video-QCM-Video-QCM-QCM-QCM-QCM-Video-QCM-QCM-Video-Video-QCM,Video Duration: 1H-Video Duration: 3H-QCM Duration: 1H-Video Duration: 1H-QCM Duration: 1H-QCM Duration: 1H-QCM Duration: 1H-QCM Duration: 1H-Video Duration: 1H-QCM Duration: 1H-QCM Duration: 1H-Video Duration: 1H-Video Duration: 1H-QCM Duration: 1H
5289,Sandoz,Management,2018,565,13,2,11,0.19,18,Low Digitalization,1,1,0,1,1,0,2,1,0,0,0,1,0,0,0,0,0,Video-QCM,Video Duration: 1H-QCM Duration: 1H
5290,Sandoz,Management,2018,566,35,3,32,0.09,9,Low Digitalization,1,2,0,1,2,0,3,1,0,0,0,2,0,0,0,0,0,Video-QCM-QCM,Video Duration: 1H-QCM Duration: 1H-QCM Duration: 1H
5291,Sandoz,Management,2018,567,19,11,8,0.56,55,Medium-High Digitalization,5,6,0,3,6,0,9,2,0,1,0,6,0,0,0,0,0,QCM-QCM-Video-QCM-QCM-QCM-Video-Video-QCM,QCM Duration: 1H-QCM Duration: 1H-Video Duration: 3H-QCM Duration: 1H-QCM Duration: 1H-QCM Duration: 1H-Video Duration: 1H-Video Duration: 1H-QCM Duration: 1H
5292,Sandoz,Management,2018,568,7,4,3,0.64,63,Medium-High Digitalization,2,2,0,1,2,0,3,0,1,0,0,2,0,0,0,0,0,QCM-Video-QCM,QCM Duration: 1H-Video Duration: 2H-QCM Duration: 1H
5293,Sandoz,Management,2018,569,24,2,22,0.08,8,Low Digitalization,0,2,0,0,2,0,2,0,0,0,0,2,0,0,0,0,0,QCM-QCM,QCM Duration: 1H-QCM Duration: 1H
5294,Sandoz,Management,2018,570,10,1,9,0.15,14,Low Digitalization,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,QCM,QCM Duration: 1H
5295,Sandoz,Management,2018,571,16,6,10,0.36,35,Medium-Low Digitalization,1,4,1,1,4,1,6,1,0,0,0,4,0,1,0,0,0,QCM-QCM-Video-QCM-QCM-Exam,QCM Duration: 1H-QCM Duration: 1H-Video Duration: 1H-QCM Duration: 1H-QCM Duration: 1H-Exam Duration: 1H
5296,Sandoz,Management,2018,572,9,5,4,0.6,60,Medium-High Digitalization,1,4,0,1,4,0,5,1,0,0,0,4,0,0,0,0,0,QCM-Video-QCM-QCM-QCM,QCM Duration: 1H-Video Duration: 1H-QCM Duration: 1H-QCM Duration: 1H-QCM Duration: 1H
5297,Sandoz,Management,2018,573,22,5,17,0.23,23,Medium-Low Digitalization,1,3,1,1,3,1,5,1,0,0,0,3,0,1,0,0,0,Video-QCM-QCM-QCM-Exam,Video Duration: 1H-QCM Duration: 1H-QCM Duration: 1H-QCM Duration: 1H-Exam Duration: 1H
5298,Sandoz,Management,2018,574,7,7,0,0.94,94,High Digitalization,1,6,0,1,5,0,6,1,0,0,0,4,1,0,0,0,0,Video-QCM-QCM-QCM-QCM-QCM,Video Duration: 1H-QCM Duration: 2H-QCM Duration: 1H-QCM Duration: 1H-QCM Duration: 1H-QCM Duration: 1H
5299,Sandoz,Management,2018,575,10,2,8,0.24,24,Medium-Low Digitalization,0,2,0,0,2,0,2,0,0,0,0,2,0,0,0,0,0,QCM-QCM,QCM Duration: 1H-QCM Duration: 1H
5300,Sandoz,Management,2018,576,19,12,7,0.66,65,Medium-High Digitalization,2,9,1,1,9,1,11,0,1,0,0,9,0,1,0,0,0,Video-QCM-QCM-QCM-QCM-QCM-QCM-QCM-QCM-QCM-Exam,Video Duration: 2H-QCM Duration: 1H-QCM Duration: 1H-QCM Duration: 1H-QCM Duration: 1H-QCM Duration: 1H-QCM Duration: 1H-QCM Duration: 1H-QCM Duration: 1H-QCM Duration: 1H-Exam Duration: 1H
5301,Sandoz,Management,2018,577,5,3,2,0.55,54,Medium-High Digitalization,1,2,0,1,2,0,3,1,0,0,0,2,0,0,0,0,0,Video-QCM-QCM,Video Duration: 1H-QCM Duration: 1H-QCM Duration: 1H
5302,Sandoz,Management,2018,578,34,30,4,0.89,88,High Digitalization,15,14,1,13,13,1,27,12,0,1,0,12,1,1,0,0,0,QCM-Video-Video-QCM-Video-QCM-Video-QCM-QCM-Video-QCM-Video-Video-QCM-QCM-Video-QCM-QCM-Video-Video-QCM-QCM-Video-Video-Video-QCM-Exam,QCM Duration: 1H-Video Duration: 1H-Video Duration: 1H-QCM Duration: 1H-Video Duration: 1H-QCM Duration: 1H-Video Duration: 1H-QCM Duration: 1H-QCM Duration: 1H-Video Duration: 3H-QCM Duration: 1H-Video Duration: 1H-Video Duration: 1H-QCM Duration: 1H-QCM Duration: 1H-Video Duration: 1H-QCM Duration: 1H-QCM Duration: 2H-Video Duration: 1H-Video Duration: 1H-QCM Duration: 1H-QCM Duration: 1H-Video Duration: 1H-Video Duration: 1H-Video Duration: 1H-QCM Duration: 1H-Exam Duration: 1H
5303,Sandoz,Management,2018,579,8,2,6,0.22,22,Medium-Low Digitalization,0,2,0,0,2,0,2,0,0,0,0,2,0,0,0,0,0,QCM-QCM,QCM Duration: 1H-QCM Duration: 1H
5304,Totin,Management,2018,580,33,21,12,0.65,65,Medium-High Digitalization,8,10,3,4,6,3,13,1,2,1,0,2,4,3,0,0,0,Video-Video-Video-QCM-Exam-QCM-QCM-QCM-Exam-QCM-QCM-Video-Exam,Video Duration: 3H-Video Duration: 2H-Video Duration: 2H-QCM Duration: 2H-Exam Duration: 1H-QCM Duration: 1H-QCM Duration: 2H-QCM Duration: 2H-Exam Duration: 1H-QCM Duration: 1H-QCM Duration: 2H-Video Duration: 1H-Exam Duration: 1H
5305,Totin,Management,2018,581,12,0,12,0.02,2,Low Digitalization,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
5306,Totin,Management,2018,582,15,9,6,0.57,57,Medium-High Digitalization,4,5,0,1,4,0,5,0,0,0,1,3,1,0,0,0,0,Video-QCM-QCM-QCM-QCM,Video Duration: 4H-QCM Duration: 2H-QCM Duration: 1H-QCM Duration: 1H-QCM Duration: 1H
5307,Totin,Management,2018,583,34,12,22,0.34,34,Medium-Low Digitalization,6,6,0,5,6,0,11,4,1,0,0,6,0,0,0,0,0,QCM-Video-Video-QCM-Video-Video-QCM-QCM-QCM-Video-QCM,QCM Duration: 1H-Video Duration: 2H-Video Duration: 1H-QCM Duration: 1H-Video Duration: 1H-Video Duration: 1H-QCM Duration: 1H-QCM Duration: 1H-QCM Duration: 1H-Video Duration: 1H-QCM Duration: 1H
5308,Totin,Management,2018,584,33,24,9,0.71,71,Medium-High Digitalization,11,12,1,7,12,1,20,5,1,0,1,12,0,1,0,0,0,QCM-QCM-QCM-Video-QCM-Video-Video-QCM-Video-Video-QCM-QCM-Video-QCM-QCM-QCM-QCM-QCM-Video-Exam,QCM Duration: 1H-QCM Duration: 1H-QCM Duration: 1H-Video Duration: 1H-QCM Duration: 1H-Video Duration: 1H-Video Duration: 1H-QCM Duration: 1H-Video Duration: 1H-Video Duration: 4H-QCM Duration: 1H-QCM Duration: 1H-Video Duration: 1H-QCM Duration: 1H-QCM Duration: 1H-QCM Duration: 1H-QCM Duration: 1H-QCM Duration: 1H-Video Duration: 2H-Exam Duration: 1H
5309,Totin,Management,2018,585,53,18,35,0.34,33,Medium-Low Digitalization,8,9,1,5,9,1,15,3,1,1,0,9,0,1,0,0,0,QCM-QCM-QCM-QCM-Video-Video-QCM-QCM-QCM-Video-Video-QCM-QCM-Video-Exam,QCM Duration: 1H-QCM Duration: 1H-QCM Duration: 1H-QCM Duration: 1H-Video Duration: 2H-Video Duration: 3H-QCM Duration: 1H-QCM Duration: 1H-QCM Duration: 1H-Video Duration: 1H-Video Duration: 1H-QCM Duration: 1H-QCM Duration: 1H-Video Duration: 1H-Exam Duration: 1H
5310,Totin,Management,2018,586,10,3,7,0.32,31,Medium-Low Digitalization,1,2,0,1,2,0,3,1,0,0,0,2,0,0,0,0,0,Video-QCM-QCM,Video Duration: 1H-QCM Duration: 1H-QCM Duration: 1H
5311,Lemaitre,Art,2018,587,36,11,25,0.31,31,Medium-Low Digitalization,5,6,0,4,6,0,10,3,1,0,0,6,0,0,0,0,0,Video-Video-QCM-Video-QCM-QCM-QCM-QCM-Video-QCM,Video Duration: 1H-Video Duration: 1H-QCM Duration: 1H-Video Duration: 2H-QCM Duration: 1H-QCM Duration: 1H-QCM Duration: 1H-QCM Duration: 1H-Video Duration: 1H-QCM Duration: 1H
5312,Lemaitre,Art,2018,588,10,5,5,0.46,46,Medium-Low Digitalization,2,3,0,1,3,0,4,0,1,0,0,3,0,0,0,0,0,QCM-Video-QCM-QCM,QCM Duration: 1H-Video Duration: 2H-QCM Duration: 1H-QCM Duration: 1H
5313,Lemaitre,Art,2018,589,7,5,2,0.66,66,Medium-High Digitalization,2,3,0,1,3,0,4,0,1,0,0,3,0,0,0,0,0,QCM-Video-QCM-QCM,QCM Duration: 1H-Video Duration: 2H-QCM Duration: 1H-QCM Duration: 1H
5314,Lemaitre,Art,2018,590,31,5,26,0.17,16,Low Digitalization,2,3,0,2,3,0,5,2,0,0,0,3,0,0,0,0,0,Video-QCM-Video-QCM-QCM,Video Duration: 1H-QCM Duration: 1H-Video Duration: 1H-QCM Duration: 1H-QCM Duration: 1H
