,Department,Teacher_ID,Teacher_Name,Year,Course_ID,Course_Duration,Course_Resources,Course_Ress_Digit,Course_Ress_inClass,Digitalization_Ressource_Ratio,Digitalization_Ressource_Percent,Departement,Number_Video,Number_QCM,Number_Test,Number_Lecture,Number_Exercise,Number_Exam,Sequence
3216,Engineering,18,Thibeault,2016,220,32,29,4,25,0.14,14,Ingénieurie,3,1,0,16,7,2,Lecture-Lecture-Lecture-Video-Lecture-Lecture-Lecture-Lecture-Exercise-Lecture-Lecture-Exercise-Lecture-Exercise-Examen-QCM-Lecture-Video-Exercise-Exercise-Lecture-Video-Lecture-Exercise-Exercise-Lecture-Lecture-Lecture-Examen
3217,Engineering,18,Thibeault,2016,221,32,32,9,23,0.28,28,Ingénieurie,4,5,0,15,6,2,QCM-Video-QCM-Exercise-QCM-Lecture-Lecture-Exercise-Lecture-Lecture-Exercise-Lecture-Lecture-Video-Lecture-Lecture-Examen-QCM-Lecture-Video-Lecture-Exercise-Exercise-Lecture-Lecture-Video-Lecture-Exercise-Lecture-QCM-Lecture-Examen
3218,Engineering,18,Thibeault,2016,222,29,17,17,0,1.0,100,Ingénieurie,9,7,1,0,0,0,Video-Video-Video-Video-QCM-Video-QCM-Video-Video-QCM-QCM-QCM-Video-QCM-QCM-Video-Test
3219,Engineering,18,Thibeault,2016,223,14,4,1,3,0.25,25,Ingénieurie,1,0,0,2,1,0,Lecture-Exercise-Lecture-Video
3220,Engineering,18,Thibeault,2016,224,31,10,3,7,0.3,30,Ingénieurie,1,2,0,5,1,1,QCM-Lecture-Lecture-QCM-Lecture-Video-Lecture-Exercise-Lecture-Examen
3221,Engineering,18,Thibeault,2016,225,35,13,4,9,0.31,31,Ingénieurie,1,2,1,7,2,0,Lecture-QCM-Lecture-Lecture-Lecture-Video-Exercise-Exercise-Lecture-Lecture-QCM-Lecture-Test
3222,Engineering,18,Thibeault,2016,226,8,4,1,3,0.25,25,Ingénieurie,1,0,0,2,1,0,Lecture-Video-Lecture-Exercise
3223,Engineering,18,Thibeault,2016,227,8,4,1,3,0.25,25,Ingénieurie,1,0,0,2,1,0,Lecture-Exercise-Video-Lecture
3224,Engineering,18,Thibeault,2016,228,23,19,4,15,0.21,21,Ingénieurie,1,3,0,11,3,1,Lecture-QCM-Lecture-Lecture-QCM-Exercise-Lecture-Lecture-Lecture-Lecture-Lecture-Exercise-Lecture-Lecture-Lecture-QCM-Exercise-Video-Examen
3225,Engineering,18,Thibeault,2016,229,14,9,2,7,0.22,22,Ingénieurie,1,1,0,4,3,0,Lecture-Exercise-Lecture-QCM-Exercise-Exercise-Video-Lecture-Lecture
3226,Engineering,18,Thibeault,2016,230,31,21,3,18,0.14,14,Ingénieurie,2,1,0,12,6,0,QCM-Lecture-Exercise-Exercise-Video-Exercise-Exercise-Lecture-Lecture-Lecture-Lecture-Lecture-Lecture-Lecture-Exercise-Lecture-Video-Lecture-Exercise-Lecture-Lecture
3227,Engineering,18,Thibeault,2016,231,15,4,1,3,0.25,25,Ingénieurie,0,1,0,1,1,1,QCM-Lecture-Exercise-Examen
3228,Engineering,19,Simeon,2016,232,24,18,2,16,0.11,11,Ingénieurie,1,1,0,11,5,0,Lecture-Exercise-Lecture-Lecture-Lecture-Video-Exercise-Lecture-Lecture-Lecture-Exercise-Lecture-Lecture-QCM-Exercise-Exercise-Lecture-Lecture
3229,Engineering,19,Simeon,2016,233,37,37,6,31,0.16,16,Ingénieurie,3,2,1,21,8,2,Lecture-Exercise-Lecture-Lecture-Exercise-Lecture-Lecture-Lecture-Lecture-Lecture-Lecture-Exercise-Examen-Lecture-Exercise-Lecture-Video-Lecture-QCM-Lecture-Lecture-Lecture-QCM-Lecture-Test-Lecture-Exercise-Exercise-Lecture-Exercise-Exercise-Video-Video-Lecture-Lecture-Lecture-Examen
3230,Engineering,19,Simeon,2016,234,26,8,3,5,0.38,38,Ingénieurie,3,0,0,3,1,1,Lecture-Video-Video-Exercise-Video-Lecture-Lecture-Examen
3231,Engineering,19,Simeon,2016,235,25,15,2,13,0.13,13,Ingénieurie,1,1,0,8,4,1,Lecture-Exercise-Lecture-Exercise-Lecture-Lecture-Exercise-Exercise-Lecture-Lecture-Video-QCM-Lecture-Lecture-Examen
3232,Engineering,19,Simeon,2016,236,33,25,8,17,0.32,32,Ingénieurie,5,2,1,10,6,1,Video-Exercise-Video-QCM-Lecture-Exercise-Exercise-QCM-Video-Lecture-Exercise-Exercise-Test-Lecture-Lecture-Lecture-Exercise-Lecture-Video-Lecture-Lecture-Lecture-Video-Lecture-Examen
3233,Engineering,19,Simeon,2016,237,35,19,4,15,0.21,21,Ingénieurie,3,1,0,9,5,1,Exercise-Lecture-Lecture-Exercise-Lecture-Video-QCM-Lecture-Lecture-Exercise-Exercise-Video-Lecture-Video-Lecture-Lecture-Exercise-Lecture-Examen
3234,Engineering,19,Simeon,2016,238,5,3,1,2,0.33,33,Ingénieurie,0,1,0,2,0,0,Lecture-QCM-Lecture
3235,Engineering,19,Simeon,2016,239,46,35,9,26,0.26,26,Ingénieurie,6,3,0,18,6,2,Lecture-Lecture-Exercise-QCM-Lecture-QCM-Lecture-Lecture-Video-Lecture-Lecture-Lecture-QCM-Lecture-Exercise-Video-Lecture-Examen-Lecture-Video-Lecture-Exercise-Video-Exercise-Lecture-Exercise-Lecture-Lecture-Exercise-Video-Lecture-Video-Lecture-Lecture-Examen
3236,Engineering,19,Simeon,2016,240,21,12,2,10,0.17,17,Ingénieurie,0,2,0,8,1,1,Lecture-Lecture-Lecture-QCM-Exercise-Lecture-Lecture-QCM-Lecture-Lecture-Lecture-Examen
3237,Engineering,19,Simeon,2016,241,11,3,1,2,0.33,33,Ingénieurie,0,1,0,1,1,0,QCM-Lecture-Exercise
3238,Engineering,19,Simeon,2016,242,9,3,1,2,0.33,33,Ingénieurie,1,0,0,2,0,0,Lecture-Lecture-Video
3239,Engineering,19,Simeon,2016,243,55,53,12,41,0.23,23,Ingénieurie,8,4,0,26,12,3,Lecture-Lecture-Lecture-Lecture-Exercise-Exercise-Lecture-Lecture-Lecture-Exercise-Lecture-Lecture-Lecture-Lecture-QCM-Lecture-Exercise-Examen-Lecture-Video-Video-Lecture-Exercise-Lecture-Exercise-Lecture-Lecture-Lecture-QCM-Lecture-Lecture-Lecture-Exercise-QCM-Lecture-Examen-Exercise-Video-Lecture-Lecture-Video-QCM-Exercise-Lecture-Exercise-Video-Exercise-Exercise-Video-Lecture-Video-Video-Examen
3240,Engineering,19,Simeon,2016,244,30,12,1,11,0.08,8,Ingénieurie,0,1,0,8,2,1,Lecture-Lecture-Lecture-Lecture-Lecture-Exercise-Lecture-Lecture-Exercise-QCM-Lecture-Examen
3241,Engineering,19,Simeon,2016,245,15,10,3,7,0.3,30,Ingénieurie,1,2,0,6,1,0,Lecture-Lecture-Video-Lecture-Lecture-Lecture-Lecture-Exercise-QCM-QCM
3242,Engineering,20,Haury,2016,246,41,13,4,9,0.31,31,Ingénieurie,3,1,0,6,3,0,Exercise-Video-Lecture-Video-Exercise-Lecture-Lecture-Video-Lecture-Lecture-Exercise-Lecture-QCM
3243,Engineering,20,Haury,2016,247,20,9,1,8,0.11,11,Ingénieurie,1,0,0,6,1,1,Lecture-Lecture-Lecture-Lecture-Exercise-Lecture-Video-Lecture-Examen
3244,Engineering,20,Haury,2016,248,14,12,3,9,0.25,25,Ingénieurie,2,1,0,7,1,1,Video-Exercise-Lecture-Lecture-Video-QCM-Lecture-Lecture-Lecture-Lecture-Lecture-Examen
3245,Engineering,20,Haury,2016,249,12,10,2,8,0.2,20,Ingénieurie,1,1,0,5,2,1,Video-Lecture-QCM-Exercise-Lecture-Exercise-Lecture-Lecture-Lecture-Examen
3246,Engineering,20,Haury,2016,250,13,6,5,1,0.83,83,Ingénieurie,3,2,0,0,1,0,Video-Exercise-QCM-QCM-Video-Video
3247,Engineering,20,Haury,2016,251,24,9,1,8,0.11,11,Ingénieurie,1,0,0,6,1,1,Lecture-Lecture-Lecture-Lecture-Lecture-Lecture-Exercise-Video-Examen
3248,Engineering,20,Haury,2016,252,34,10,2,8,0.2,20,Ingénieurie,1,1,0,5,2,1,Lecture-Video-Exercise-Lecture-Lecture-Exercise-Lecture-Lecture-QCM-Examen
3249,Engineering,20,Haury,2016,253,26,16,4,12,0.25,25,Ingénieurie,2,1,1,7,4,1,Lecture-Lecture-Exercise-Video-QCM-Exercise-Exercise-Exercise-Test-Video-Lecture-Lecture-Lecture-Lecture-Lecture-Examen
3250,Engineering,20,Haury,2016,254,17,16,1,15,0.06,6,Ingénieurie,0,1,0,11,4,0,Lecture-QCM-Lecture-Exercise-Lecture-Lecture-Exercise-Lecture-Lecture-Exercise-Lecture-Lecture-Lecture-Lecture-Lecture-Exercise
3251,Engineering,20,Haury,2016,255,15,8,2,6,0.25,25,Ingénieurie,2,0,0,4,1,1,Video-Video-Exercise-Lecture-Lecture-Lecture-Lecture-Examen
3252,Engineering,20,Haury,2016,256,38,16,4,12,0.25,25,Ingénieurie,2,2,0,8,4,0,Lecture-Lecture-Exercise-Lecture-Lecture-Lecture-Lecture-Exercise-Video-QCM-QCM-Exercise-Exercise-Lecture-Lecture-Video
3253,Engineering,20,Haury,2016,257,10,5,1,4,0.2,20,Ingénieurie,1,0,0,2,1,1,Lecture-Exercise-Video-Lecture-Examen
3254,Engineering,20,Haury,2016,258,14,10,3,7,0.3,30,Ingénieurie,2,1,0,6,1,0,Lecture-Video-QCM-Lecture-Lecture-Lecture-Exercise-Lecture-Lecture-Video
3255,Engineering,20,Haury,2016,259,7,2,1,1,0.5,50,Ingénieurie,1,0,0,0,1,0,Exercise-Video
3256,Engineering,20,Haury,2016,260,26,18,1,17,0.06,6,Ingénieurie,0,1,0,12,4,1,Lecture-Lecture-QCM-Exercise-Lecture-Lecture-Lecture-Lecture-Lecture-Exercise-Lecture-Lecture-Lecture-Exercise-Lecture-Exercise-Lecture-Examen
3257,Engineering,20,Haury,2016,261,7,6,1,5,0.17,17,Ingénieurie,0,1,0,3,2,0,Exercise-Lecture-Lecture-QCM-Lecture-Exercise
3258,Engineering,20,Haury,2016,262,8,4,1,3,0.25,25,Ingénieurie,1,0,0,2,1,0,Exercise-Lecture-Lecture-Video
3259,Engineering,20,Haury,2016,263,15,14,3,11,0.21,21,Ingénieurie,2,1,0,7,4,0,Lecture-Lecture-Lecture-QCM-Exercise-Video-Lecture-Exercise-Exercise-Lecture-Exercise-Video-Lecture-Lecture
3260,Engineering,20,Haury,2016,264,32,8,2,6,0.25,25,Ingénieurie,2,0,0,4,2,0,Exercise-Video-Video-Exercise-Lecture-Lecture-Lecture-Lecture
3261,Sociology,21,Mortier,2016,265,44,17,3,14,0.18,18,Sociologie,3,0,0,8,5,1,Lecture-Video-Exercise-Lecture-Exercise-Video-Lecture-Lecture-Lecture-Lecture-Video-Exercise-Exercise-Lecture-Lecture-Exercise-Examen
3262,Sociology,21,Mortier,2016,266,24,13,3,10,0.23,23,Sociologie,2,1,0,6,3,1,Exercise-Video-Video-Lecture-Lecture-QCM-Exercise-Lecture-Lecture-Lecture-Exercise-Lecture-Examen
3263,Sociology,21,Mortier,2016,267,34,24,6,18,0.25,25,Sociologie,2,4,0,13,4,1,Lecture-Exercise-Lecture-Exercise-Lecture-Lecture-QCM-Lecture-Lecture-QCM-Lecture-Lecture-Lecture-Exercise-Lecture-Video-QCM-QCM-Lecture-Video-Exercise-Lecture-Lecture-Examen
3264,Sociology,21,Mortier,2016,268,46,12,3,9,0.25,25,Sociologie,3,0,0,6,3,0,Lecture-Video-Lecture-Video-Lecture-Lecture-Exercise-Lecture-Lecture-Exercise-Exercise-Video
3265,Sociology,21,Mortier,2016,269,8,8,1,7,0.12,12,Sociologie,1,0,0,4,2,1,Lecture-Exercise-Lecture-Exercise-Lecture-Video-Lecture-Examen
3266,Sociology,21,Mortier,2016,270,15,4,1,3,0.25,25,Sociologie,1,0,0,2,1,0,Lecture-Lecture-Exercise-Video
3267,Sociology,21,Mortier,2016,271,19,11,4,7,0.36,36,Sociologie,4,0,0,4,3,0,Video-Exercise-Video-Exercise-Video-Video-Exercise-Lecture-Lecture-Lecture-Lecture
3268,Sociology,21,Mortier,2016,272,14,6,1,5,0.17,17,Sociologie,1,0,0,3,1,1,Lecture-Lecture-Video-Exercise-Lecture-Examen
3269,Sociology,21,Mortier,2016,273,30,29,7,22,0.24,24,Sociologie,3,4,0,17,3,2,Lecture-Lecture-Lecture-Lecture-Lecture-Video-Lecture-QCM-Exercise-Lecture-QCM-Lecture-Lecture-Lecture-Examen-Lecture-Lecture-QCM-Video-Video-Lecture-Lecture-QCM-Exercise-Lecture-Exercise-Lecture-Lecture-Examen
3270,Sociology,21,Mortier,2016,274,23,11,4,7,0.36,36,Sociologie,4,0,0,4,2,1,Lecture-Exercise-Lecture-Lecture-Video-Lecture-Video-Video-Video-Exercise-Examen
3271,Sociology,21,Mortier,2016,275,33,23,7,16,0.3,30,Sociologie,4,3,0,11,4,1,Lecture-Video-QCM-QCM-Lecture-Lecture-Exercise-Exercise-Lecture-QCM-Lecture-Lecture-Lecture-Video-Exercise-Lecture-Lecture-Lecture-Video-Exercise-Video-Lecture-Examen
3272,Sociology,21,Mortier,2016,276,42,30,6,24,0.2,20,Sociologie,3,3,0,16,6,2,Lecture-Lecture-Exercise-Exercise-Lecture-Lecture-Lecture-Lecture-Exercise-Lecture-Video-Lecture-Exercise-Exercise-Examen-Lecture-Lecture-Video-Lecture-Lecture-QCM-QCM-Exercise-Lecture-Lecture-QCM-Lecture-Lecture-Video-Examen
3273,Sociology,21,Mortier,2016,277,6,2,1,1,0.5,50,Sociologie,0,1,0,0,1,0,Exercise-QCM
3274,Sociology,21,Mortier,2016,278,7,2,1,1,0.5,50,Sociologie,0,1,0,1,0,0,Lecture-QCM
3275,Sociology,21,Mortier,2016,279,35,15,1,14,0.07,7,Sociologie,1,0,0,10,3,1,Lecture-Lecture-Exercise-Exercise-Lecture-Lecture-Lecture-Lecture-Video-Exercise-Lecture-Lecture-Lecture-Lecture-Examen
3276,Sociology,22,De Grace,2016,280,37,33,4,29,0.12,12,Sociologie,2,2,0,18,9,2,Lecture-Lecture-Lecture-Lecture-QCM-Exercise-Video-Lecture-Exercise-Exercise-Lecture-Lecture-Exercise-Lecture-Lecture-QCM-Examen-Lecture-Video-Lecture-Lecture-Exercise-Exercise-Lecture-Lecture-Lecture-Exercise-Exercise-Lecture-Lecture-Exercise-Lecture-Examen
3277,Sociology,22,De Grace,2016,281,31,20,7,13,0.35,35,Sociologie,2,4,1,10,2,1,Exercise-Lecture-Video-Video-Lecture-Lecture-QCM-Lecture-QCM-QCM-Test-Lecture-Lecture-Lecture-Exercise-Lecture-Lecture-QCM-Lecture-Examen
3278,Sociology,22,De Grace,2016,282,23,6,1,5,0.17,17,Sociologie,0,1,0,2,2,1,Lecture-QCM-Lecture-Exercise-Exercise-Examen
3279,Sociology,22,De Grace,2016,283,7,6,1,5,0.17,17,Sociologie,0,1,0,2,2,1,Exercise-Exercise-Lecture-Lecture-QCM-Examen
3280,Sociology,22,De Grace,2016,284,10,6,2,4,0.33,33,Sociologie,2,0,0,3,1,0,Video-Video-Lecture-Lecture-Lecture-Exercise
3281,Sociology,22,De Grace,2016,285,11,9,3,6,0.33,33,Sociologie,1,2,0,5,0,1,Video-Lecture-QCM-Lecture-Lecture-Lecture-Lecture-QCM-Examen
3282,Sociology,22,De Grace,2016,286,11,5,1,4,0.2,20,Sociologie,1,0,0,1,2,1,Lecture-Exercise-Exercise-Video-Examen
3283,Sociology,22,De Grace,2016,287,33,9,1,8,0.11,11,Sociologie,0,1,0,4,3,1,QCM-Lecture-Lecture-Exercise-Lecture-Lecture-Exercise-Exercise-Examen
3284,Sociology,22,De Grace,2016,288,14,5,1,4,0.2,20,Sociologie,1,0,0,3,1,0,Lecture-Lecture-Lecture-Exercise-Video
3285,Sociology,22,De Grace,2016,289,11,8,2,6,0.25,25,Sociologie,2,0,0,3,2,1,Lecture-Lecture-Lecture-Exercise-Exercise-Video-Video-Examen
3286,Sociology,23,Massart,2016,290,12,10,3,7,0.3,30,Sociologie,2,1,0,5,1,1,Lecture-Video-Lecture-Exercise-Video-Lecture-QCM-Lecture-Lecture-Examen
3287,Sociology,23,Massart,2016,291,21,11,3,8,0.27,27,Sociologie,2,1,0,5,3,0,Video-Exercise-Video-Lecture-QCM-Lecture-Exercise-Lecture-Lecture-Lecture-Exercise
3288,Sociology,23,Massart,2016,292,40,17,4,13,0.24,24,Sociologie,1,3,0,10,3,0,Video-Lecture-QCM-Lecture-Lecture-Exercise-Lecture-Lecture-Exercise-QCM-Lecture-Lecture-Lecture-Lecture-Exercise-QCM-Lecture
3289,Sociology,23,Massart,2016,293,44,28,7,21,0.25,25,Sociologie,1,5,1,16,4,1,Lecture-Lecture-Lecture-Lecture-Lecture-QCM-QCM-Lecture-Lecture-QCM-Lecture-Lecture-Exercise-Lecture-Test-QCM-Lecture-Lecture-Exercise-Exercise-Video-Lecture-Lecture-Lecture-QCM-Lecture-Exercise-Examen
3290,Sociology,23,Massart,2016,294,12,6,1,5,0.17,17,Sociologie,0,1,0,4,1,0,Exercise-Lecture-QCM-Lecture-Lecture-Lecture
3291,Sociology,23,Massart,2016,295,18,5,2,3,0.4,40,Sociologie,1,1,0,2,0,1,Lecture-Lecture-QCM-Video-Examen
3292,Sociology,23,Massart,2016,296,32,30,8,22,0.27,27,Sociologie,4,4,0,16,4,2,QCM-Lecture-Exercise-QCM-Exercise-Lecture-Lecture-Lecture-Exercise-Lecture-Lecture-Lecture-Lecture-Video-Examen-Lecture-Lecture-Lecture-Lecture-QCM-Lecture-QCM-Lecture-Exercise-Lecture-Lecture-Video-Video-Video-Examen
3293,Sociology,23,Massart,2016,297,15,11,4,7,0.36,36,Sociologie,2,2,0,6,0,1,Lecture-Lecture-Lecture-QCM-Lecture-Video-Lecture-QCM-Lecture-Video-Examen
3294,Sociology,23,Massart,2016,298,29,22,8,14,0.36,36,Sociologie,6,2,0,10,3,1,QCM-Video-Lecture-Exercise-Lecture-QCM-Lecture-Lecture-Video-Video-Video-Lecture-Lecture-Lecture-Lecture-Lecture-Lecture-Video-Exercise-Video-Exercise-Examen
3295,Sociology,23,Massart,2016,299,10,7,1,6,0.14,14,Sociologie,0,1,0,4,1,1,Lecture-QCM-Exercise-Lecture-Lecture-Lecture-Examen
3296,Sociology,23,Massart,2016,300,41,37,8,29,0.22,22,Sociologie,3,4,1,20,7,2,Lecture-Lecture-QCM-Exercise-Exercise-Lecture-Exercise-Lecture-Lecture-Video-Lecture-Lecture-Examen-Lecture-Lecture-Lecture-QCM-Lecture-Lecture-Lecture-Video-Video-QCM-Lecture-Test-Lecture-Lecture-Exercise-Lecture-Lecture-Lecture-Exercise-QCM-Exercise-Lecture-Exercise-Examen
3297,Sociology,23,Massart,2016,301,23,6,2,4,0.33,33,Sociologie,2,0,0,2,1,1,Video-Lecture-Exercise-Video-Lecture-Examen
3298,Sociology,23,Massart,2016,302,28,22,6,16,0.27,27,Sociologie,4,2,0,10,5,1,Video-Lecture-Lecture-Lecture-Exercise-Exercise-QCM-Video-Lecture-Lecture-Lecture-Lecture-Lecture-Video-Lecture-Exercise-Exercise-QCM-Lecture-Exercise-Video-Examen
3299,Sociology,23,Massart,2016,303,7,4,1,3,0.25,25,Sociologie,1,0,0,1,1,1,Video-Exercise-Lecture-Examen
3300,Sociology,23,Massart,2016,304,44,31,4,27,0.13,13,Sociologie,3,1,0,19,7,1,Lecture-Lecture-Exercise-Exercise-Lecture-Lecture-Lecture-Lecture-Lecture-Lecture-Exercise-Lecture-Exercise-Lecture-Lecture-Lecture-Lecture-Lecture-Lecture-Video-Exercise-Exercise-Lecture-Lecture-Lecture-QCM-Video-Video-Lecture-Exercise-Examen
3301,Sociology,24,Gort,2016,305,20,10,1,9,0.1,10,Sociologie,0,1,0,5,3,1,Lecture-Exercise-Exercise-Lecture-Lecture-Lecture-Lecture-QCM-Exercise-Examen
3302,Sociology,24,Gort,2016,306,46,34,4,30,0.12,12,Sociologie,4,0,0,20,8,2,Lecture-Exercise-Video-Lecture-Exercise-Video-Lecture-Lecture-Exercise-Exercise-Exercise-Lecture-Video-Lecture-Lecture-Lecture-Examen-Lecture-Lecture-Exercise-Exercise-Lecture-Lecture-Lecture-Lecture-Lecture-Lecture-Lecture-Lecture-Lecture-Lecture-Exercise-Video-Examen
3303,Sociology,24,Gort,2016,307,31,12,3,9,0.25,25,Sociologie,2,1,0,6,3,0,Lecture-Lecture-Lecture-Exercise-QCM-Exercise-Lecture-Video-Video-Exercise-Lecture-Lecture
3304,Sociology,24,Gort,2016,308,8,4,1,3,0.25,25,Sociologie,0,1,0,2,1,0,Exercise-Lecture-Lecture-QCM
3305,Sociology,24,Gort,2016,309,23,19,1,18,0.05,5,Sociologie,0,1,0,12,6,0,Lecture-Lecture-QCM-Lecture-Lecture-Exercise-Exercise-Lecture-Lecture-Exercise-Exercise-Lecture-Lecture-Lecture-Lecture-Exercise-Lecture-Lecture-Exercise
3306,Sociology,24,Gort,2016,310,43,13,5,8,0.38,38,Sociologie,2,3,0,7,0,1,Lecture-QCM-Lecture-Lecture-Video-Lecture-Lecture-QCM-QCM-Lecture-Lecture-Video-Examen
3307,Sociology,24,Gort,2016,311,17,13,1,12,0.08,8,Sociologie,0,1,0,7,4,1,Exercise-Lecture-Exercise-Exercise-Lecture-QCM-Lecture-Lecture-Lecture-Lecture-Exercise-Lecture-Examen
3308,Sociology,24,Gort,2016,312,12,6,2,4,0.33,33,Sociologie,1,1,0,3,1,0,Video-Lecture-Lecture-QCM-Exercise-Lecture
3309,Sociology,24,Gort,2016,313,12,7,2,5,0.29,29,Sociologie,1,1,0,3,1,1,Video-Lecture-Exercise-Lecture-QCM-Lecture-Examen
3310,Sociology,24,Gort,2016,314,8,7,2,5,0.29,29,Sociologie,2,0,0,3,1,1,Lecture-Lecture-Lecture-Video-Exercise-Video-Examen
3311,Sociology,24,Gort,2016,315,8,8,1,7,0.12,12,Sociologie,1,0,0,4,2,1,Lecture-Lecture-Video-Lecture-Exercise-Exercise-Lecture-Examen
3312,Sociology,24,Gort,2016,316,31,13,4,9,0.31,31,Sociologie,4,0,0,5,3,1,Lecture-Lecture-Lecture-Exercise-Video-Video-Lecture-Exercise-Lecture-Video-Exercise-Video-Examen
3313,Sociology,24,Gort,2016,317,10,10,1,9,0.1,10,Sociologie,0,1,0,6,3,0,Lecture-Exercise-Lecture-Exercise-Lecture-QCM-Exercise-Lecture-Lecture-Lecture
3314,Sociology,24,Gort,2016,318,8,5,1,4,0.2,20,Sociologie,1,0,0,2,1,1,Video-Lecture-Lecture-Exercise-Examen
3315,Sociology,24,Gort,2016,319,29,14,1,13,0.07,7,Sociologie,0,1,0,8,4,1,Lecture-Exercise-Exercise-Lecture-Exercise-Lecture-Exercise-QCM-Lecture-Lecture-Lecture-Lecture-Lecture-Examen
3316,Sociology,24,Gort,2016,320,22,20,5,15,0.25,25,Sociologie,3,2,0,11,3,1,Video-Video-Lecture-Exercise-Lecture-Lecture-Exercise-Video-Lecture-Lecture-QCM-Lecture-Lecture-QCM-Lecture-Lecture-Lecture-Exercise-Lecture-Examen
3317,Sociology,24,Gort,2016,321,34,15,3,12,0.2,20,Sociologie,1,2,0,8,3,1,Video-Exercise-Lecture-Lecture-Exercise-Lecture-Lecture-QCM-QCM-Lecture-Lecture-Lecture-Exercise-Lecture-Examen
3318,Sociology,24,Gort,2016,322,11,3,1,2,0.33,33,Sociologie,0,1,0,1,1,0,Lecture-Exercise-QCM
3319,Sociology,25,Drain,2016,323,5,2,1,1,0.5,50,Sociologie,0,1,0,1,0,0,QCM-Lecture
3320,Sociology,25,Drain,2016,324,6,3,1,2,0.33,33,Sociologie,0,1,0,1,1,0,Exercise-QCM-Lecture
3321,Sociology,25,Drain,2016,325,16,5,1,4,0.2,20,Sociologie,1,0,0,3,1,0,Exercise-Video-Lecture-Lecture-Lecture
3322,Sociology,25,Drain,2016,326,47,38,6,32,0.16,16,Sociologie,4,2,0,22,10,0,Lecture-Lecture-Lecture-QCM-Exercise-Lecture-Video-Exercise-Lecture-Video-Lecture-Lecture-Lecture-Video-Lecture-Lecture-Exercise-Exercise-Lecture-QCM-Exercise-Lecture-Lecture-Exercise-Lecture-Lecture-Lecture-Video-Lecture-Exercise-Lecture-Exercise-Exercise-Lecture-Lecture-Lecture-Exercise-Lecture
3323,Sociology,25,Drain,2016,327,38,38,3,35,0.08,8,Sociologie,3,0,0,22,11,2,Lecture-Lecture-Exercise-Lecture-Video-Exercise-Lecture-Lecture-Lecture-Lecture-Lecture-Lecture-Lecture-Lecture-Lecture-Lecture-Exercise-Lecture-Examen-Exercise-Exercise-Video-Lecture-Lecture-Exercise-Lecture-Exercise-Exercise-Lecture-Lecture-Lecture-Lecture-Video-Exercise-Exercise-Exercise-Lecture-Examen
3324,Sociology,25,Drain,2016,328,40,30,5,25,0.17,17,Sociologie,2,3,0,17,6,2,Lecture-Lecture-Lecture-Lecture-Lecture-Lecture-Exercise-Lecture-Exercise-Lecture-Lecture-Video-Lecture-Lecture-Examen-Lecture-Lecture-Exercise-Lecture-Lecture-QCM-Exercise-Exercise-Lecture-Lecture-QCM-Exercise-QCM-Video-Examen
3325,Sociology,25,Drain,2016,329,14,4,1,3,0.25,25,Sociologie,0,1,0,2,1,0,Lecture-QCM-Exercise-Lecture
3326,Sociology,25,Drain,2016,330,28,13,4,9,0.31,31,Sociologie,1,2,1,7,2,0,QCM-Exercise-QCM-Lecture-Lecture-Lecture-Lecture-Exercise-Lecture-Video-Lecture-Lecture-Test
3327,Sociology,25,Drain,2016,331,15,10,3,7,0.3,30,Sociologie,2,1,0,4,2,1,Video-Lecture-Lecture-Video-Exercise-Lecture-QCM-Exercise-Lecture-Examen
3328,Sociology,25,Drain,2016,332,46,38,10,28,0.26,26,Sociologie,5,4,1,19,7,2,Video-QCM-Video-Exercise-QCM-Lecture-Exercise-QCM-Lecture-Video-Lecture-Lecture-Test-Exercise-Lecture-Exercise-Lecture-Lecture-Exercise-Lecture-Video-Lecture-Exercise-Lecture-Lecture-Examen-Lecture-Lecture-Video-Lecture-Lecture-Lecture-Exercise-Lecture-Lecture-QCM-Lecture-Examen
3329,Sociology,25,Drain,2016,333,34,17,1,16,0.06,6,Sociologie,1,0,0,11,5,0,Lecture-Lecture-Lecture-Exercise-Exercise-Lecture-Video-Lecture-Lecture-Lecture-Exercise-Lecture-Lecture-Exercise-Lecture-Exercise-Lecture
3330,Sociology,25,Drain,2016,334,13,12,2,10,0.17,17,Sociologie,2,0,0,7,2,1,Exercise-Lecture-Exercise-Lecture-Video-Lecture-Video-Lecture-Lecture-Lecture-Lecture-Examen
3331,Sociology,25,Drain,2016,335,24,7,1,6,0.14,14,Sociologie,0,1,0,4,1,1,Lecture-Lecture-Exercise-Lecture-Lecture-QCM-Examen
3332,Sociology,25,Drain,2016,336,53,52,18,34,0.35,35,Sociologie,11,7,0,22,9,3,Lecture-Video-QCM-Lecture-Exercise-Video-Video-QCM-Exercise-Lecture-Lecture-QCM-Video-Lecture-Exercise-Lecture-Lecture-Examen-Exercise-Video-Video-Lecture-Video-Exercise-Lecture-Video-Exercise-Video-Lecture-Exercise-Lecture-Lecture-Lecture-Video-Examen-Lecture-Lecture-Video-Lecture-Lecture-QCM-Lecture-Exercise-Lecture-QCM-QCM-Lecture-Exercise-QCM-Lecture-Lecture-Examen
