,Department,Teacher_ID,Teacher_Name,Year,Course_ID,Course_Duration,Course_Resources,Course_Ress_Digit,Course_Ress_inClass,Digitalization_Ressource_Ratio,Digitalization_Ressource_Percent,Departement,Number_Video,Number_QCM,Number_Test,Number_Lecture,Number_Exercise,Number_Exam
4673,Philosophy,51,Pierre,2017,678,20,20,5,15,0.25,25,Philosophy,1,3,1,11,3,1
4674,Philosophy,51,Pierre,2017,679,12,10,2,8,0.2,20,Philosophy,0,2,0,5,2,1
4675,Philosophy,51,Pierre,2017,680,28,13,4,9,0.31,31,Philosophy,3,1,0,6,2,1
4676,Philosophy,51,Pierre,2017,681,11,3,3,0,1.0,100,Philosophy,3,0,0,0,0,0
4677,Philosophy,51,Pierre,2017,682,57,16,3,13,0.19,19,Philosophy,3,0,0,9,3,1
4678,Philosophy,51,Pierre,2017,683,36,31,7,24,0.23,23,Philosophy,5,2,0,15,8,1
4679,Philosophy,51,Pierre,2017,684,19,13,1,12,0.08,8,Philosophy,1,0,0,7,4,1
4680,Philosophy,51,Pierre,2017,685,21,6,2,4,0.33,33,Philosophy,1,1,0,3,0,1
4681,Philosophy,51,Pierre,2017,686,9,7,1,6,0.14,14,Philosophy,0,1,0,4,2,0
4682,Philosophy,51,Pierre,2017,687,11,11,5,6,0.45,45,Philosophy,4,1,0,3,3,0
4683,Philosophy,51,Pierre,2017,688,35,34,6,28,0.18,18,Philosophy,2,3,1,18,8,2
4684,Philosophy,52,Roussey,2017,689,24,17,1,16,0.06,6,Philosophy,0,1,0,11,4,1
4685,Philosophy,52,Roussey,2017,690,26,13,3,10,0.23,23,Philosophy,1,2,0,8,2,0
4686,Philosophy,52,Roussey,2017,691,23,20,8,12,0.4,40,Philosophy,4,3,1,8,3,1
4687,Philosophy,52,Roussey,2017,692,15,13,4,9,0.31,31,Philosophy,1,3,0,6,2,1
4688,Philosophy,52,Roussey,2017,693,5,2,1,1,0.5,50,Philosophy,1,0,0,1,0,0
4689,Philosophy,52,Roussey,2017,694,40,35,3,32,0.09,9,Philosophy,3,0,0,20,10,2
4690,Philosophy,52,Roussey,2017,695,53,30,2,28,0.07,7,Philosophy,0,2,0,19,7,2
4691,Philosophy,53,Harland,2017,696,26,13,4,9,0.31,31,Philosophy,2,2,0,6,2,1
4692,Philosophy,53,Harland,2017,697,25,13,4,9,0.31,31,Philosophy,2,2,0,7,1,1
4693,Philosophy,53,Harland,2017,698,10,6,2,4,0.33,33,Philosophy,1,1,0,4,0,0
4694,Philosophy,53,Harland,2017,699,20,18,3,15,0.17,17,Philosophy,3,0,0,9,5,1
4695,Philosophy,53,Harland,2017,700,35,22,1,21,0.05,5,Philosophy,0,1,0,12,7,2
4696,Philosophy,53,Harland,2017,701,37,31,9,22,0.29,29,Philosophy,4,4,1,13,7,2
4697,Philosophy,53,Harland,2017,702,13,11,2,9,0.18,18,Philosophy,1,1,0,7,1,1
4698,Philosophy,53,Harland,2017,703,15,5,1,4,0.2,20,Philosophy,0,1,0,1,2,1
4699,Philosophy,53,Harland,2017,704,24,18,2,16,0.11,11,Philosophy,2,0,0,11,4,1
4700,Philosophy,53,Harland,2017,705,20,15,1,14,0.07,7,Philosophy,1,0,0,10,4,0
4701,Philosophy,53,Harland,2017,706,23,6,4,2,0.67,67,Philosophy,4,0,0,0,2,0
4702,Philosophy,53,Harland,2017,707,15,4,1,3,0.25,25,Philosophy,0,1,0,1,1,1
4703,Philosophy,53,Harland,2017,708,10,5,1,4,0.2,20,Philosophy,0,1,0,3,1,0
4704,Philosophy,53,Harland,2017,709,29,11,11,0,1.0,100,Philosophy,8,2,1,0,0,0
4705,Philosophy,53,Harland,2017,710,26,18,2,16,0.11,11,Philosophy,1,1,0,10,5,1
4706,Philosophy,53,Harland,2017,711,24,23,5,18,0.22,22,Philosophy,3,1,1,11,6,1
4707,Philosophy,53,Harland,2017,712,36,22,2,20,0.09,9,Philosophy,2,0,0,12,6,2
4708,Philosophy,54,Gobeille,2017,713,44,18,6,12,0.33,33,Philosophy,2,3,1,8,3,1
4709,Philosophy,54,Gobeille,2017,714,48,30,11,19,0.37,37,Philosophy,7,4,0,13,5,1
4710,Philosophy,54,Gobeille,2017,715,33,30,8,22,0.27,27,Philosophy,3,4,1,14,6,2
4711,Philosophy,54,Gobeille,2017,716,23,17,6,11,0.35,35,Philosophy,3,3,0,6,4,1
4712,Philosophy,54,Gobeille,2017,717,54,30,4,26,0.13,13,Philosophy,2,2,0,17,7,2
4713,Philosophy,54,Gobeille,2017,718,8,3,1,2,0.33,33,Philosophy,1,0,0,2,0,0
4714,Philosophy,54,Gobeille,2017,719,13,11,1,10,0.09,9,Philosophy,0,1,0,7,2,1
4715,Philosophy,54,Gobeille,2017,720,38,12,2,10,0.17,17,Philosophy,0,2,0,8,2,0
4716,Philosophy,54,Gobeille,2017,721,28,10,4,6,0.4,40,Philosophy,3,1,0,3,3,0
4717,Philosophy,54,Gobeille,2017,722,13,12,3,9,0.25,25,Philosophy,2,1,0,7,1,1
4718,Philosophy,54,Gobeille,2017,723,27,7,2,5,0.29,29,Philosophy,2,0,0,3,2,0
4719,Philosophy,54,Gobeille,2017,724,33,19,2,17,0.11,11,Philosophy,0,2,0,11,5,1
4720,Philosophy,54,Gobeille,2017,725,21,19,5,14,0.26,26,Philosophy,3,1,1,8,5,1
4721,Philosophy,55,Forestier,2017,726,12,8,1,7,0.12,12,Philosophy,0,1,0,5,1,1
4722,Philosophy,55,Forestier,2017,727,32,22,6,16,0.27,27,Philosophy,1,4,1,12,4,0
4723,Philosophy,55,Forestier,2017,728,15,14,2,12,0.14,14,Philosophy,1,1,0,7,4,1
4724,Philosophy,55,Forestier,2017,729,23,18,7,11,0.39,39,Philosophy,3,2,2,8,3,0
4725,Philosophy,55,Forestier,2017,730,28,8,1,7,0.12,12,Philosophy,1,0,0,5,2,0
4726,Philosophy,55,Forestier,2017,731,31,8,2,6,0.25,25,Philosophy,0,2,0,4,2,0
4727,Philosophy,55,Forestier,2017,732,37,22,6,16,0.27,27,Philosophy,4,2,0,11,5,0
4728,Philosophy,55,Forestier,2017,733,5,4,2,2,0.5,50,Philosophy,1,1,0,1,0,1
4729,Philosophy,55,Forestier,2017,734,46,12,4,8,0.33,33,Philosophy,4,0,0,4,3,1
4730,Philosophy,55,Forestier,2017,735,10,8,2,6,0.25,25,Philosophy,2,0,0,4,1,1
4731,Philosophy,55,Forestier,2017,736,8,5,1,4,0.2,20,Philosophy,0,1,0,3,1,0
4732,Philosophy,55,Forestier,2017,737,8,8,2,6,0.25,25,Philosophy,1,1,0,2,3,1
4733,Philosophy,55,Forestier,2017,738,39,35,3,32,0.09,9,Philosophy,3,0,0,21,9,2
4734,Philosophy,55,Forestier,2017,739,5,5,1,4,0.2,20,Philosophy,1,0,0,2,2,0
4735,Philosophy,55,Forestier,2017,740,8,2,1,1,0.5,50,Philosophy,0,1,0,0,1,0
4736,Philosophy,55,Forestier,2017,741,9,8,4,4,0.5,50,Philosophy,3,1,0,2,1,1
4737,Philosophy,55,Forestier,2017,742,8,6,2,4,0.33,33,Philosophy,1,1,0,2,1,1
4738,Philosophy,55,Forestier,2017,743,15,5,2,3,0.4,40,Philosophy,1,1,0,0,2,1
4739,Philosophy,55,Forestier,2017,744,14,6,1,5,0.17,17,Philosophy,1,0,0,3,2,0
4740,Philosophy,55,Forestier,2017,745,25,10,2,8,0.2,20,Philosophy,1,1,0,4,3,1
4741,Languages,56,Ours,2017,746,31,22,3,19,0.14,14,Languages,3,0,0,12,6,1
4742,Languages,56,Ours,2017,747,30,8,3,5,0.38,38,Languages,1,2,0,4,1,0
4743,Languages,56,Ours,2017,748,18,15,5,10,0.33,33,Languages,3,2,0,7,2,1
4744,Languages,56,Ours,2017,749,25,12,12,0,1.0,100,Languages,6,5,1,0,0,0
4745,Languages,56,Ours,2017,750,11,8,3,5,0.38,38,Languages,2,1,0,4,1,0
4746,Languages,56,Ours,2017,751,26,13,2,11,0.15,15,Languages,0,2,0,8,3,0
4747,Languages,56,Ours,2017,752,27,17,1,16,0.06,6,Languages,0,1,0,11,5,0
4748,Languages,56,Ours,2017,753,7,7,1,6,0.14,14,Languages,0,1,0,4,2,0
4749,Languages,56,Ours,2017,754,11,10,3,7,0.3,30,Languages,3,0,0,3,3,1
4750,Languages,57,Trudel,2017,755,50,24,24,0,1.0,100,Languages,14,8,2,0,0,0
4751,Languages,57,Trudel,2017,756,37,11,2,9,0.18,18,Languages,1,1,0,5,3,1
4752,Languages,57,Trudel,2017,757,31,26,7,19,0.27,27,Languages,2,4,1,15,4,0
4753,Languages,57,Trudel,2017,758,30,22,3,19,0.14,14,Languages,2,1,0,12,6,1
4754,Languages,57,Trudel,2017,759,33,21,8,13,0.38,38,Languages,6,2,0,9,3,1
4755,Languages,57,Trudel,2017,760,29,13,5,8,0.38,38,Languages,5,0,0,5,2,1
4756,Languages,57,Trudel,2017,761,16,6,1,5,0.17,17,Languages,0,1,0,3,2,0
4757,Languages,57,Trudel,2017,762,25,17,7,10,0.41,41,Languages,5,2,0,7,3,0
4758,Languages,57,Trudel,2017,763,5,3,1,2,0.33,33,Languages,1,0,0,1,1,0
4759,Languages,57,Trudel,2017,764,54,51,5,46,0.1,10,Languages,5,0,0,30,15,1
4760,Languages,57,Trudel,2017,765,60,56,18,38,0.32,32,Languages,8,10,0,29,7,2
4761,Languages,58,Montigny,2017,766,8,2,1,1,0.5,50,Languages,1,0,0,0,1,0
4762,Languages,58,Montigny,2017,767,27,25,1,24,0.04,4,Languages,0,1,0,15,7,2
4763,Languages,58,Montigny,2017,768,11,3,1,2,0.33,33,Languages,0,1,0,1,1,0
4764,Languages,58,Montigny,2017,769,28,22,5,17,0.23,23,Languages,2,3,0,12,5,0
4765,Languages,58,Montigny,2017,770,15,5,1,4,0.2,20,Languages,0,1,0,3,1,0
4766,Languages,58,Montigny,2017,771,24,15,5,10,0.33,33,Languages,3,2,0,6,3,1
4767,Languages,58,Montigny,2017,772,14,9,3,6,0.33,33,Languages,3,0,0,3,3,0
4768,Languages,58,Montigny,2017,773,15,12,2,10,0.17,17,Languages,2,0,0,7,3,0
4769,Languages,58,Montigny,2017,774,15,6,2,4,0.33,33,Languages,1,1,0,2,2,0
4770,Languages,58,Montigny,2017,775,18,13,4,9,0.31,31,Languages,2,1,1,5,3,1
4771,Languages,58,Montigny,2017,776,15,14,4,10,0.29,29,Languages,2,2,0,8,2,0
4772,Languages,59,Leroy,2017,777,40,14,2,12,0.14,14,Languages,1,1,0,8,4,0
4773,Languages,59,Leroy,2017,778,27,15,2,13,0.13,13,Languages,1,1,0,10,2,1
4774,Languages,59,Leroy,2017,779,12,9,2,7,0.22,22,Languages,1,1,0,6,0,1
4775,Languages,59,Leroy,2017,780,35,35,1,34,0.03,3,Languages,0,1,0,23,10,1
4776,Languages,59,Leroy,2017,781,10,4,2,2,0.5,50,Languages,1,1,0,1,0,1
4777,Languages,59,Leroy,2017,782,8,6,1,5,0.17,17,Languages,1,0,0,2,2,1
4778,Languages,59,Leroy,2017,783,15,7,4,3,0.57,57,Languages,2,2,0,2,0,1
4779,Languages,59,Leroy,2017,784,38,33,10,23,0.3,30,Languages,4,5,1,16,7,0
4780,Languages,59,Leroy,2017,785,19,11,3,8,0.27,27,Languages,2,1,0,4,3,1
4781,Languages,59,Leroy,2017,786,21,17,4,13,0.24,24,Languages,3,1,0,9,4,0
4782,Languages,59,Leroy,2017,787,9,3,1,2,0.33,33,Languages,0,1,0,1,1,0
4783,Languages,59,Leroy,2017,788,10,3,1,2,0.33,33,Languages,0,1,0,2,0,0
4784,Languages,59,Leroy,2017,789,15,14,1,13,0.07,7,Languages,1,0,0,9,3,1
4785,Languages,59,Leroy,2017,790,35,17,4,13,0.24,24,Languages,2,2,0,9,3,1
4786,Languages,59,Leroy,2017,791,33,15,5,10,0.33,33,Languages,1,3,1,7,2,1
4787,Languages,59,Leroy,2017,792,20,18,6,12,0.33,33,Languages,2,4,0,8,3,1
4788,Languages,59,Leroy,2017,793,37,18,4,14,0.22,22,Languages,4,0,0,9,5,0
4789,Languages,60,Selin,2017,794,37,10,1,9,0.1,10,Languages,0,1,0,6,3,0
4790,Languages,60,Selin,2017,795,32,24,1,23,0.04,4,Languages,1,0,0,14,7,2
4791,Languages,60,Selin,2017,796,11,9,1,8,0.11,11,Languages,1,0,0,5,2,1
4792,Languages,60,Selin,2017,797,6,5,2,3,0.4,40,Languages,2,0,0,2,1,0
4793,Languages,60,Selin,2017,798,30,27,6,21,0.22,22,Languages,5,1,0,12,7,2
4794,Languages,60,Selin,2017,799,34,13,1,12,0.08,8,Languages,1,0,0,8,3,1
4795,Languages,60,Selin,2017,800,39,15,2,13,0.13,13,Languages,0,2,0,10,3,0
4796,Languages,61,Defrain,2017,801,24,6,1,5,0.17,17,Languages,1,0,0,4,1,0
4797,Languages,61,Defrain,2017,802,17,14,14,0,1.0,100,Languages,11,3,0,0,0,0
4798,Languages,61,Defrain,2017,803,14,10,1,9,0.1,10,Languages,1,0,0,6,2,1
4799,Languages,61,Defrain,2017,804,27,12,1,11,0.08,8,Languages,1,0,0,7,4,0
4800,Languages,61,Defrain,2017,805,8,5,2,3,0.4,40,Languages,0,2,0,1,1,1
4801,Languages,61,Defrain,2017,806,42,35,4,31,0.11,11,Languages,2,2,0,20,9,2
4802,Languages,61,Defrain,2017,807,5,4,2,2,0.5,50,Languages,1,1,0,1,1,0
4803,Languages,61,Defrain,2017,808,42,37,4,33,0.11,11,Languages,3,1,0,21,10,2
4804,Languages,61,Defrain,2017,809,38,15,3,12,0.2,20,Languages,2,1,0,8,3,1
4805,Languages,61,Defrain,2017,810,20,9,6,3,0.67,67,Languages,3,3,0,1,1,1
4806,Languages,61,Defrain,2017,811,18,12,1,11,0.08,8,Languages,1,0,0,7,3,1
4807,Languages,61,Defrain,2017,812,37,37,3,34,0.08,8,Languages,1,2,0,22,10,2
4808,Languages,61,Defrain,2017,813,8,4,2,2,0.5,50,Languages,1,1,0,1,1,0
4809,Languages,61,Defrain,2017,814,36,33,5,28,0.15,15,Languages,3,2,0,18,9,1
4810,Languages,61,Defrain,2017,815,41,27,2,25,0.07,7,Languages,2,0,0,15,8,2
4811,Languages,62,Therrien,2017,816,14,5,1,4,0.2,20,Languages,1,0,0,2,2,0
4812,Languages,62,Therrien,2017,817,9,3,1,2,0.33,33,Languages,1,0,0,2,0,0
4813,Languages,62,Therrien,2017,818,14,11,2,9,0.18,18,Languages,1,1,0,6,2,1
4814,Languages,62,Therrien,2017,819,10,9,9,0,1.0,100,Languages,4,4,1,0,0,0
4815,Languages,62,Therrien,2017,820,22,9,2,7,0.22,22,Languages,1,1,0,5,2,0
4816,Languages,62,Therrien,2017,821,18,10,1,9,0.1,10,Languages,0,1,0,5,3,1
4817,Languages,62,Therrien,2017,822,13,4,1,3,0.25,25,Languages,1,0,0,1,1,1
4818,Languages,62,Therrien,2017,823,12,6,2,4,0.33,33,Languages,1,1,0,2,1,1
4819,Languages,62,Therrien,2017,824,33,30,6,24,0.2,20,Languages,3,3,0,17,5,2
4820,Languages,62,Therrien,2017,825,12,7,3,4,0.43,43,Languages,0,3,0,3,0,1
4821,Languages,62,Therrien,2017,826,22,9,1,8,0.11,11,Languages,1,0,0,5,2,1
4822,Languages,62,Therrien,2017,827,15,12,5,7,0.42,42,Languages,4,1,0,4,2,1
4823,Management,63,Huot,2017,828,5,4,2,2,0.5,50,Management,2,0,0,1,1,0
4824,Management,63,Huot,2017,829,11,5,2,3,0.4,40,Management,2,0,0,0,2,1
4825,Management,63,Huot,2017,830,33,18,9,9,0.5,50,Management,4,4,1,7,1,1
4826,Management,63,Huot,2017,831,10,7,3,4,0.43,43,Management,3,0,0,2,1,1
4827,Management,63,Huot,2017,832,13,9,1,8,0.11,11,Management,1,0,0,5,2,1
4828,Management,63,Huot,2017,833,51,26,4,22,0.15,15,Management,4,0,0,13,7,2
4829,Management,63,Huot,2017,834,29,23,22,1,0.96,96,Management,15,7,0,0,0,1
4830,Management,63,Huot,2017,835,8,8,3,5,0.38,38,Management,3,0,0,2,2,1
4831,Management,63,Huot,2017,836,23,23,9,14,0.39,39,Management,6,3,0,9,4,1
4832,Management,63,Huot,2017,837,24,19,1,18,0.05,5,Management,1,0,0,12,5,1
4833,Management,63,Huot,2017,838,31,11,4,7,0.36,36,Management,3,1,0,4,2,1
4834,Management,63,Huot,2017,839,37,26,5,21,0.19,19,Management,1,3,1,14,5,2
4835,Management,63,Huot,2017,840,27,21,6,15,0.29,29,Management,3,2,1,9,5,1
4836,Management,63,Huot,2017,841,7,4,2,2,0.5,50,Management,2,0,0,0,1,1
4837,Management,63,Huot,2017,842,55,37,16,21,0.43,43,Management,13,3,0,12,7,2
4838,Management,63,Huot,2017,843,11,8,2,6,0.25,25,Management,0,2,0,5,1,0
4839,Management,64,Many,2017,844,35,20,5,15,0.25,25,Management,3,1,1,9,5,1
4840,Management,64,Many,2017,845,14,10,3,7,0.3,30,Management,2,1,0,5,1,1
4841,Management,64,Many,2017,846,34,12,1,11,0.08,8,Management,0,1,0,6,4,1
4842,Management,64,Many,2017,847,19,8,4,4,0.5,50,Management,4,0,0,2,1,1
4843,Management,64,Many,2017,848,52,38,13,25,0.34,34,Management,6,6,1,19,5,1
4844,Management,64,Many,2017,849,39,27,10,17,0.37,37,Management,5,5,0,12,3,2
4845,Management,65,Haim,2017,850,15,9,2,7,0.22,22,Management,0,2,0,5,1,1
4846,Management,65,Haim,2017,851,12,6,4,2,0.67,67,Management,2,2,0,0,1,1
4847,Management,65,Haim,2017,852,7,2,1,1,0.5,50,Management,1,0,0,1,0,0
4848,Management,65,Haim,2017,853,18,11,3,8,0.27,27,Management,2,1,0,6,1,1
4849,Management,65,Haim,2017,854,6,2,1,1,0.5,50,Management,0,1,0,0,1,0
4850,Management,65,Haim,2017,855,35,20,2,18,0.1,10,Management,2,0,0,12,6,0
4851,Management,65,Haim,2017,856,14,5,1,4,0.2,20,Management,1,0,0,2,1,1
4852,Management,65,Haim,2017,857,15,4,1,3,0.25,25,Management,0,1,0,1,1,1
4853,Management,65,Haim,2017,858,26,19,3,16,0.16,16,Management,1,1,1,11,4,1
4854,Management,65,Haim,2017,859,26,10,3,7,0.3,30,Management,1,2,0,4,2,1
4855,Management,65,Haim,2017,860,8,2,1,1,0.5,50,Management,1,0,0,0,1,0
4856,Management,65,Haim,2017,861,15,4,1,3,0.25,25,Management,0,1,0,2,1,0
4857,Management,65,Haim,2017,862,11,4,1,3,0.25,25,Management,0,1,0,1,1,1
4858,Management,65,Haim,2017,863,28,16,5,11,0.31,31,Management,5,0,0,7,3,1
4859,Management,65,Haim,2017,864,36,26,1,25,0.04,4,Management,0,1,0,15,8,2
4860,Management,65,Haim,2017,865,30,16,1,15,0.06,6,Management,0,1,0,10,5,0
4861,Management,65,Haim,2017,866,11,8,2,6,0.25,25,Management,2,0,0,4,1,1
4862,Management,65,Haim,2017,867,40,36,12,24,0.33,33,Management,3,8,1,19,3,2
4863,Management,65,Haim,2017,868,8,7,3,4,0.43,43,Management,2,1,0,2,1,1
4864,Management,65,Haim,2017,869,11,6,2,4,0.33,33,Management,2,0,0,2,1,1
4865,Management,66,Feret,2017,870,9,9,3,6,0.33,33,Management,1,2,0,5,0,1
4866,Management,66,Feret,2017,871,38,14,4,10,0.29,29,Management,2,1,1,6,3,1
4867,Management,66,Feret,2017,872,40,13,1,12,0.08,8,Management,0,1,0,8,4,0
4868,Management,66,Feret,2017,873,8,7,1,6,0.14,14,Management,0,1,0,3,2,1
4869,Management,66,Feret,2017,874,56,31,10,21,0.32,32,Management,5,4,1,14,5,2
4870,Management,66,Feret,2017,875,7,6,2,4,0.33,33,Management,1,1,0,2,2,0
4871,Management,66,Feret,2017,876,47,40,2,38,0.05,5,Management,2,0,0,25,11,2
4872,Management,66,Feret,2017,877,5,4,1,3,0.25,25,Management,0,1,0,2,1,0
4873,Management,66,Feret,2017,878,25,21,3,18,0.14,14,Management,3,0,0,12,5,1
4874,Management,66,Feret,2017,879,8,3,2,1,0.67,67,Management,1,1,0,1,0,0
4875,Management,66,Feret,2017,880,23,9,3,6,0.33,33,Management,2,1,0,4,1,1
4876,Management,66,Feret,2017,881,8,7,3,4,0.43,43,Management,2,1,0,2,1,1
4877,Management,66,Feret,2017,882,24,12,3,9,0.25,25,Management,2,1,0,6,3,0
4878,Management,66,Feret,2017,883,24,16,6,10,0.38,38,Management,3,3,0,7,2,1
4879,Management,66,Feret,2017,884,26,7,3,4,0.43,43,Management,1,2,0,3,1,0
4880,Management,66,Feret,2017,885,15,4,2,2,0.5,50,Management,0,2,0,1,0,1
4881,Management,66,Feret,2017,886,29,16,7,9,0.44,44,Management,2,4,1,7,2,0
4882,Management,67,Brodeur,2017,887,9,9,1,8,0.11,11,Management,0,1,0,6,1,1
4883,Management,67,Brodeur,2017,888,9,4,2,2,0.5,50,Management,1,1,0,2,0,0
4884,Management,67,Brodeur,2017,889,36,23,6,17,0.26,26,Management,5,0,1,11,6,0
4885,Management,67,Brodeur,2017,890,10,4,2,2,0.5,50,Management,1,1,0,2,0,0
4886,Management,67,Brodeur,2017,891,51,25,2,23,0.08,8,Management,1,1,0,15,6,2
4887,Management,67,Brodeur,2017,892,27,12,2,10,0.17,17,Management,2,0,0,7,3,0
4888,Management,67,Brodeur,2017,893,37,16,3,13,0.19,19,Management,3,0,0,9,3,1
4889,Management,67,Brodeur,2017,894,14,11,1,10,0.09,9,Management,1,0,0,7,3,0
4890,Management,67,Brodeur,2017,895,13,5,1,4,0.2,20,Management,0,1,0,2,1,1
4891,Management,67,Brodeur,2017,896,32,29,8,21,0.28,28,Management,4,3,1,13,7,1
4892,Management,67,Brodeur,2017,897,14,6,2,4,0.33,33,Management,2,0,0,2,1,1
4893,Management,67,Brodeur,2017,898,20,14,3,11,0.21,21,Management,1,2,0,8,2,1
4894,Management,67,Brodeur,2017,899,15,15,3,12,0.2,20,Management,3,0,0,8,4,0
4895,Management,67,Brodeur,2017,900,12,3,1,2,0.33,33,Management,1,0,0,2,0,0
4896,Management,67,Brodeur,2017,901,15,5,2,3,0.4,40,Management,2,0,0,0,2,1
4897,Management,67,Brodeur,2017,902,49,49,1,48,0.02,2,Management,0,1,0,32,15,1
4898,Management,67,Brodeur,2017,903,5,5,2,3,0.4,40,Management,1,1,0,3,0,0
4899,Management,68,Hedin,2017,904,9,6,1,5,0.17,17,Management,0,1,0,4,1,0
4900,Management,68,Hedin,2017,905,8,3,1,2,0.33,33,Management,0,1,0,1,1,0
4901,Management,68,Hedin,2017,906,9,9,1,8,0.11,11,Management,0,1,0,4,3,1
4902,Management,68,Hedin,2017,907,15,5,2,3,0.4,40,Management,0,2,0,2,1,0
4903,Management,68,Hedin,2017,908,23,6,2,4,0.33,33,Management,1,0,1,2,2,0
4904,Management,68,Hedin,2017,909,13,7,3,4,0.43,43,Management,1,2,0,2,1,1
4905,Management,68,Hedin,2017,910,42,36,6,30,0.17,17,Management,5,1,0,19,9,2
4906,Management,68,Hedin,2017,911,20,5,1,4,0.2,20,Management,1,0,0,2,2,0
4907,Management,68,Hedin,2017,912,5,2,1,1,0.5,50,Management,0,1,0,0,1,0
4908,Management,68,Hedin,2017,913,32,32,6,26,0.19,19,Management,1,4,1,19,6,1
4909,Management,68,Hedin,2017,914,30,23,10,13,0.43,43,Management,7,2,1,8,4,1
4910,Management,68,Hedin,2017,915,13,11,4,7,0.36,36,Management,2,2,0,5,1,1
4911,Management,68,Hedin,2017,916,15,5,1,4,0.2,20,Management,1,0,0,2,2,0
4912,Management,68,Hedin,2017,917,40,40,12,28,0.3,30,Management,7,5,0,20,7,1
4913,Management,68,Hedin,2017,918,19,6,2,4,0.33,33,Management,1,1,0,3,1,0
4914,Management,68,Hedin,2017,919,29,13,2,11,0.15,15,Management,1,1,0,6,4,1
4915,Management,68,Hedin,2017,920,56,46,10,36,0.22,22,Management,6,3,1,23,11,2
4916,Management,69,Labossiere,2017,921,40,36,2,34,0.06,6,Management,1,1,0,23,10,1
4917,Management,69,Labossiere,2017,922,31,12,4,8,0.33,33,Management,1,3,0,6,1,1
4918,Management,69,Labossiere,2017,923,9,4,2,2,0.5,50,Management,0,2,0,1,0,1
4919,Management,69,Labossiere,2017,924,6,3,1,2,0.33,33,Management,0,1,0,1,1,0
4920,Management,69,Labossiere,2017,925,48,13,3,10,0.23,23,Management,3,0,0,5,4,1
4921,Management,69,Labossiere,2017,926,5,3,1,2,0.33,33,Management,1,0,0,2,0,0
4922,Management,69,Labossiere,2017,927,20,20,5,15,0.25,25,Management,4,1,0,11,3,1
4923,Management,69,Labossiere,2017,928,7,4,1,3,0.25,25,Management,0,1,0,1,1,1
4924,Management,69,Labossiere,2017,929,13,12,2,10,0.17,17,Management,1,1,0,7,2,1
4925,Management,69,Labossiere,2017,930,22,6,3,3,0.5,50,Management,2,1,0,1,1,1
4926,Art,70,Lafosse,2017,931,36,14,3,11,0.21,21,Art,3,0,0,7,3,1
4927,Art,70,Lafosse,2017,932,9,8,4,4,0.5,50,Art,3,1,0,2,2,0
4928,Art,70,Lafosse,2017,933,37,16,3,13,0.19,19,Art,2,1,0,8,5,0
4929,Art,70,Lafosse,2017,934,13,5,2,3,0.4,40,Art,2,0,0,1,1,1
4930,Art,70,Lafosse,2017,935,14,5,2,3,0.4,40,Art,1,1,0,0,2,1
4931,Art,70,Lafosse,2017,936,27,23,8,15,0.35,35,Art,4,3,1,9,5,1
4932,Art,70,Lafosse,2017,937,14,4,1,3,0.25,25,Art,1,0,0,1,1,1
4933,Art,70,Lafosse,2017,938,30,9,2,7,0.22,22,Art,1,1,0,5,2,0
4934,Art,70,Lafosse,2017,939,9,4,1,3,0.25,25,Art,0,1,0,1,1,1
4935,Art,71,Delavergne,2017,940,51,30,4,26,0.13,13,Art,3,1,0,18,7,1
4936,Art,71,Delavergne,2017,941,6,4,1,3,0.25,25,Art,1,0,0,1,1,1
4937,Art,71,Delavergne,2017,942,5,5,1,4,0.2,20,Art,1,0,0,1,2,1
4938,Art,71,Delavergne,2017,943,17,5,1,4,0.2,20,Art,1,0,0,2,2,0
4939,Art,71,Delavergne,2017,944,58,45,12,33,0.27,27,Art,6,6,0,23,8,2
4940,Art,71,Delavergne,2017,945,7,5,1,4,0.2,20,Art,0,1,0,2,1,1
4941,Art,71,Delavergne,2017,946,8,7,2,5,0.29,29,Art,1,1,0,3,2,0
4942,Art,71,Delavergne,2017,947,6,6,1,5,0.17,17,Art,1,0,0,3,1,1
4943,Art,71,Delavergne,2017,948,27,22,3,19,0.14,14,Art,2,1,0,13,5,1
4944,Art,71,Delavergne,2017,949,38,25,7,18,0.28,28,Art,2,4,1,13,3,2
4945,Art,71,Delavergne,2017,950,20,6,5,1,0.83,83,Art,4,1,0,0,1,0
4946,Art,71,Delavergne,2017,951,10,5,1,4,0.2,20,Art,1,0,0,2,1,1
4947,Art,71,Delavergne,2017,952,11,9,2,7,0.22,22,Art,2,0,0,5,1,1
4948,Art,71,Delavergne,2017,953,37,31,7,24,0.23,23,Art,5,2,0,14,8,2
4949,Art,71,Delavergne,2017,954,19,6,1,5,0.17,17,Art,0,1,0,3,2,0
4950,Art,71,Delavergne,2017,955,25,7,2,5,0.29,29,Art,1,1,0,3,1,1
4951,Art,71,Delavergne,2017,956,36,16,4,12,0.25,25,Art,1,3,0,9,2,1
4952,Art,72,Alix,2017,957,9,8,2,6,0.25,25,Art,2,0,0,2,3,1
4953,Art,72,Alix,2017,958,14,6,1,5,0.17,17,Art,1,0,0,4,1,0
4954,Art,72,Alix,2017,959,40,39,13,26,0.33,33,Art,8,5,0,18,7,1
4955,Art,72,Alix,2017,960,32,26,5,21,0.19,19,Art,2,3,0,13,6,2
