,Universite,Departement,Teacher_ID,Teacher_Name,Teacher_Gender,Teacher_Seniority,Teacher_Digit,Teacher_Ress
542,CY Cergy Paris,Mathématiques,154,Bouchard,Homme,Entre 5 et 15 ans,41.18,Au cours des années 2018 à 2020
543,CY Cergy Paris,Mathématiques,155,Lamirande,Homme,Moins de 5 ans,0,Jamais
544,CY Cergy Paris,Mathématiques,156,Carnal,Femme,Entre 5 et 15 ans,0,Jamais
545,CY Cergy Paris,Mathématiques,157,Beger,Femme,Entre 5 et 15 ans,43.77,Au cours des années 2018 à 2020
546,CY Cergy Paris,Mathématiques,158,Cordes,Femme,Entre 5 et 15 ans,44.02,Au cours des années 2018 à 2020
547,CY Cergy Paris,Mathématiques,159,Sand,Femme,Entre 5 et 15 ans,48.69,Au cours de l'année 2020 à 2021
548,CY Cergy Paris,Mathématiques,160,Lafontant,Femme,Plus de 15 ans,52.34,Au cours des années 2018 à 2020
549,CY Cergy Paris,Mathématiques,161,Haury,Non Spécifié,Entre 5 et 15 ans,41.75,Au cours de l'année 2020 à 2021
550,CY Cergy Paris,Mathématiques,162,Porcher,Femme,Plus de 15 ans,52.91,Antérieure à 2018
551,CY Cergy Paris,Mathématiques,163,Taillon,Non Spécifié,Entre 5 et 15 ans,45.97,Au cours de l'année 2020 à 2021
552,CY Cergy Paris,Mathématiques,164,Depaul,Homme,Plus de 15 ans,53.69,Au cours des années 2018 à 2020
553,CY Cergy Paris,Mathématiques,165,Bram,Non Spécifié,Moins de 5 ans,43.34,Antérieure à 2018
554,CY Cergy Paris,Mathématiques,166,Calais,Femme,Moins de 5 ans,47.46,Antérieure à 2018
555,CY Cergy Paris,Mathématiques,167,Vennard,Femme,Entre 5 et 15 ans,37.13,Au cours des années 2018 à 2020
556,CY Cergy Paris,Mathématiques,168,Derenne,Femme,Entre 5 et 15 ans,42.16,Au cours des années 2018 à 2020
557,CY Cergy Paris,Mathématiques,169,Senesac,Femme,Entre 5 et 15 ans,0,Jamais
558,CY Cergy Paris,Mathématiques,170,Thibeault,Femme,Plus de 15 ans,44.09,Antérieure à 2018
559,CY Cergy Paris,Mathématiques,171,Palin,Femme,Moins de 5 ans,41.2,Au cours des années 2018 à 2020
560,CY Cergy Paris,Mathématiques,172,Meservey,Femme,Moins de 5 ans,52.12,Au cours de l'année 2020 à 2021
561,CY Cergy Paris,Mathématiques,173,Just,Femme,Plus de 15 ans,35.56,Au cours de l'année 2020 à 2021
562,CY Cergy Paris,Mathématiques,174,Sauve,Femme,Moins de 5 ans,37.82,Au cours des années 2018 à 2020
563,CY Cergy Paris,Mathématiques,175,Lande,Femme,Plus de 15 ans,0,Jamais
564,CY Cergy Paris,Mathématiques,176,St. Clair,Femme,Plus de 15 ans,45.0,Au cours des années 2018 à 2020
565,CY Cergy Paris,Mathématiques,177,Jean,Femme,Entre 5 et 15 ans,50.05,Au cours des années 2018 à 2020
566,CY Cergy Paris,Mathématiques,178,Barbier,Homme,Plus de 15 ans,52.46,Antérieure à 2018
567,CY Cergy Paris,Mathématiques,179,Lahaie,Non Spécifié,Moins de 5 ans,38.47,Au cours de l'année 2020 à 2021
568,CY Cergy Paris,Mathématiques,180,Guise,Femme,Plus de 15 ans,48.68,Au cours des années 2018 à 2020
569,CY Cergy Paris,Mathématiques,181,Meyette,Femme,Moins de 5 ans,40.55,Au cours des années 2018 à 2020
570,CY Cergy Paris,Mathématiques,182,Nadon,Homme,Moins de 5 ans,54.57,Au cours de l'année 2020 à 2021
571,CY Cergy Paris,Mathématiques,183,Faille,Femme,Entre 5 et 15 ans,50.61,Antérieure à 2018
572,CY Cergy Paris,Mathématiques,184,Faile,Femme,Moins de 5 ans,47.79,Au cours des années 2018 à 2020
573,CY Cergy Paris,Mathématiques,185,Demontigny,Homme,Moins de 5 ans,46.71,Au cours des années 2018 à 2020
574,CY Cergy Paris,Mathématiques,186,Cape,Homme,Moins de 5 ans,44.94,Au cours de l'année 2020 à 2021
575,CY Cergy Paris,Mathématiques,187,Thiboutot,Homme,Entre 5 et 15 ans,43.49,Au cours de l'année 2020 à 2021
576,CY Cergy Paris,Mathématiques,188,Manon,Femme,Plus de 15 ans,42.66,Antérieure à 2018
577,CY Cergy Paris,Mathématiques,189,Hypolite,Femme,Entre 5 et 15 ans,53.16,Antérieure à 2018
578,CY Cergy Paris,Mathématiques,190,Perrotte,Femme,Moins de 5 ans,45.14,Au cours des années 2018 à 2020
579,CY Cergy Paris,Mathématiques,191,Buote,Femme,Moins de 5 ans,39.56,Au cours de l'année 2020 à 2021
580,CY Cergy Paris,Mathématiques,192,Delagardelle,Femme,Entre 5 et 15 ans,35.7,Au cours de l'année 2020 à 2021
581,CY Cergy Paris,Mathématiques,193,Purifoy,Homme,Moins de 5 ans,49.73,Au cours de l'année 2020 à 2021
582,CY Cergy Paris,Mathématiques,194,Brasseur,Homme,Plus de 15 ans,52.86,Au cours de l'année 2020 à 2021
583,CY Cergy Paris,Mathématiques,195,Boivin,Non Spécifié,Plus de 15 ans,38.53,Au cours des années 2018 à 2020
584,CY Cergy Paris,Mathématiques,196,Mazon,Homme,Entre 5 et 15 ans,41.72,Antérieure à 2018
585,CY Cergy Paris,Mathématiques,197,Pelland,Non Spécifié,Entre 5 et 15 ans,0,Jamais
586,CY Cergy Paris,Informatique,198,Bedard,Femme,Plus de 15 ans,38.19,Antérieure à 2018
587,CY Cergy Paris,Informatique,199,Chenevert,Femme,Moins de 5 ans,48.86,Au cours des années 2018 à 2020
588,CY Cergy Paris,Informatique,200,Godin,Femme,Plus de 15 ans,0,Jamais
589,CY Cergy Paris,Informatique,201,Sansouci,Homme,Moins de 5 ans,61.12,Au cours de l'année 2020 à 2021
590,CY Cergy Paris,Informatique,202,Carton,Femme,Moins de 5 ans,43.85,Au cours des années 2018 à 2020
591,CY Cergy Paris,Informatique,203,Carmouche,Homme,Plus de 15 ans,0,Jamais
592,CY Cergy Paris,Informatique,204,Quine,Homme,Moins de 5 ans,60.88,Au cours de l'année 2020 à 2021
593,CY Cergy Paris,Informatique,205,Lamarque,Femme,Plus de 15 ans,37.9,Antérieure à 2018
594,CY Cergy Paris,Informatique,206,Beaumier,Femme,Entre 5 et 15 ans,44.52,Antérieure à 2018
595,CY Cergy Paris,Informatique,207,Barnes,Femme,Entre 5 et 15 ans,49.01,Au cours des années 2018 à 2020
596,CY Cergy Paris,Informatique,208,Monin,Homme,Moins de 5 ans,58.52,Antérieure à 2018
597,CY Cergy Paris,Informatique,209,Desper,Homme,Moins de 5 ans,61.42,Au cours de l'année 2020 à 2021
598,CY Cergy Paris,Informatique,210,Manville,Femme,Plus de 15 ans,35.77,Au cours des années 2018 à 2020
599,CY Cergy Paris,Informatique,211,Faix,Non Spécifié,Moins de 5 ans,42.23,Au cours de l'année 2020 à 2021
600,CY Cergy Paris,Informatique,212,Brave,Homme,Entre 5 et 15 ans,57.91,Au cours des années 2018 à 2020
601,CY Cergy Paris,Informatique,213,Robicheaux,Femme,Entre 5 et 15 ans,45.23,Au cours de l'année 2020 à 2021
602,CY Cergy Paris,Informatique,214,Favier,Femme,Entre 5 et 15 ans,44.68,Au cours des années 2018 à 2020
603,CY Cergy Paris,Informatique,215,Ras,Femme,Moins de 5 ans,40.5,Au cours des années 2018 à 2020
604,CY Cergy Paris,Informatique,216,Danton,Homme,Entre 5 et 15 ans,57.24,Au cours des années 2018 à 2020
605,CY Cergy Paris,Informatique,217,Chappelle,Homme,Moins de 5 ans,65.14,Au cours de l'année 2020 à 2021
606,CY Cergy Paris,Informatique,218,Triche,Homme,Moins de 5 ans,0,Jamais
607,CY Cergy Paris,Informatique,219,Corne,Homme,Moins de 5 ans,61.96,Au cours de l'année 2020 à 2021
608,CY Cergy Paris,Informatique,220,Carel,Femme,Moins de 5 ans,48.19,Au cours de l'année 2020 à 2021
609,CY Cergy Paris,Informatique,221,Vallin,Homme,Moins de 5 ans,52.51,Au cours de l'année 2020 à 2021
610,CY Cergy Paris,Informatique,222,Latour,Femme,Moins de 5 ans,40.81,Au cours de l'année 2020 à 2021
611,CY Cergy Paris,Informatique,223,Bastin,Femme,Moins de 5 ans,41.53,Au cours de l'année 2020 à 2021
612,CY Cergy Paris,Informatique,224,Morel,Non Spécifié,Moins de 5 ans,48.55,Antérieure à 2018
613,CY Cergy Paris,Informatique,225,Brune,Femme,Moins de 5 ans,49.19,Au cours de l'année 2020 à 2021
614,CY Cergy Paris,Informatique,226,Lebeau,Femme,Moins de 5 ans,35.9,Au cours des années 2018 à 2020
615,CY Cergy Paris,Informatique,227,Rioux,Femme,Moins de 5 ans,40.49,Au cours de l'année 2020 à 2021
616,CY Cergy Paris,Informatique,228,Lagrave,Femme,Plus de 15 ans,0,Jamais
617,CY Cergy Paris,Informatique,229,Dubin,Homme,Moins de 5 ans,69.63,Au cours des années 2018 à 2020
618,CY Cergy Paris,Informatique,230,Devin,Homme,Moins de 5 ans,65.74,Au cours de l'année 2020 à 2021
619,CY Cergy Paris,Informatique,231,Goupil,Femme,Moins de 5 ans,46.4,Au cours de l'année 2020 à 2021
620,CY Cergy Paris,Informatique,232,Perel,Homme,Moins de 5 ans,51.55,Au cours de l'année 2020 à 2021
621,CY Cergy Paris,Informatique,233,Faudree,Femme,Entre 5 et 15 ans,46.39,Au cours de l'année 2020 à 2021
622,CY Cergy Paris,Informatique,234,Mercy,Femme,Moins de 5 ans,48.3,Au cours de l'année 2020 à 2021
623,CY Cergy Paris,Informatique,235,Vallery,Homme,Entre 5 et 15 ans,53.07,Au cours des années 2018 à 2020
624,CY Cergy Paris,Informatique,236,Bellet,Femme,Plus de 15 ans,0,Jamais
625,CY Cergy Paris,Informatique,237,Maturin,Femme,Moins de 5 ans,36.01,Au cours de l'année 2020 à 2021
626,CY Cergy Paris,Informatique,238,Germain,Homme,Entre 5 et 15 ans,50.74,Au cours des années 2018 à 2020
627,CY Cergy Paris,Informatique,239,Daigre,Non Spécifié,Moins de 5 ans,52.88,Au cours des années 2018 à 2020
628,CY Cergy Paris,Informatique,240,Gast,Femme,Moins de 5 ans,48.93,Au cours de l'année 2020 à 2021
629,CY Cergy Paris,Informatique,241,Casbon,Non Spécifié,Entre 5 et 15 ans,42.91,Au cours de l'année 2020 à 2021
630,CY Cergy Paris,Informatique,242,Longpre,Non Spécifié,Moins de 5 ans,52.5,Au cours de l'année 2020 à 2021
631,CY Cergy Paris,Informatique,243,Gerould,Homme,Moins de 5 ans,54.77,Au cours des années 2018 à 2020
632,CY Cergy Paris,Informatique,244,Thiboutot,Femme,Moins de 5 ans,39.89,Au cours de l'année 2020 à 2021
633,CY Cergy Paris,Informatique,245,Derise,Femme,Moins de 5 ans,49.61,Antérieure à 2018
634,CY Cergy Paris,Informatique,246,Heroux,Femme,Moins de 5 ans,49.3,Au cours des années 2018 à 2020
635,CY Cergy Paris,Informatique,247,Levan,Non Spécifié,Plus de 15 ans,43.25,Au cours de l'année 2020 à 2021
636,CY Cergy Paris,Informatique,248,Marchand,Homme,Plus de 15 ans,0,Jamais
637,CY Cergy Paris,Informatique,249,Prueitt,Homme,Moins de 5 ans,64.76,Au cours de l'année 2020 à 2021
638,CY Cergy Paris,Informatique,250,Lalanne,Homme,Moins de 5 ans,50.64,Au cours de l'année 2020 à 2021
639,CY Cergy Paris,Informatique,251,Mince,Homme,Moins de 5 ans,59.75,Au cours des années 2018 à 2020
640,CY Cergy Paris,Informatique,252,Perras,Homme,Moins de 5 ans,55.42,Au cours de l'année 2020 à 2021
641,CY Cergy Paris,Informatique,253,Armand,Homme,Plus de 15 ans,56.79,Au cours de l'année 2020 à 2021
642,CY Cergy Paris,Informatique,254,Jules,Femme,Moins de 5 ans,49.14,Antérieure à 2018
643,CY Cergy Paris,Informatique,255,Deboe,Femme,Moins de 5 ans,45.43,Au cours des années 2018 à 2020
644,CY Cergy Paris,Économie,256,Bernardy,Homme,Plus de 15 ans,0,Jamais
645,CY Cergy Paris,Économie,257,Romain,Femme,Entre 5 et 15 ans,36.37,Au cours des années 2018 à 2020
646,CY Cergy Paris,Économie,258,Lorrain,Femme,Entre 5 et 15 ans,23.91,Au cours de l'année 2020 à 2021
647,CY Cergy Paris,Économie,259,Robicheaux,Homme,Plus de 15 ans,0,Jamais
648,CY Cergy Paris,Économie,260,Laurie,Femme,Entre 5 et 15 ans,26.15,Au cours des années 2018 à 2020
649,CY Cergy Paris,Économie,261,Barrier,Femme,Plus de 15 ans,23.65,Au cours des années 2018 à 2020
650,CY Cergy Paris,Économie,262,Bollier,Femme,Entre 5 et 15 ans,29.82,Antérieure à 2018
651,CY Cergy Paris,Économie,263,Archambeau,Homme,Entre 5 et 15 ans,48.59,Antérieure à 2018
652,CY Cergy Paris,Économie,264,Cardin,Femme,Entre 5 et 15 ans,34.35,Au cours de l'année 2020 à 2021
653,CY Cergy Paris,Économie,265,Lagrange,Femme,Entre 5 et 15 ans,33.98,Au cours de l'année 2020 à 2021
654,CY Cergy Paris,Économie,266,Blasier,Homme,Moins de 5 ans,40.59,Antérieure à 2018
655,CY Cergy Paris,Économie,267,Boudinot,Non Spécifié,Entre 5 et 15 ans,22.72,Au cours de l'année 2020 à 2021
656,CY Cergy Paris,Économie,268,Lavallee,Homme,Plus de 15 ans,48.58,Au cours des années 2018 à 2020
657,CY Cergy Paris,Économie,269,Hetu,Femme,Plus de 15 ans,32.6,Au cours des années 2018 à 2020
658,CY Cergy Paris,Économie,270,Gascon,Homme,Plus de 15 ans,49.28,Au cours de l'année 2020 à 2021
659,CY Cergy Paris,Économie,271,Delorme,Femme,Entre 5 et 15 ans,20.81,Au cours de l'année 2020 à 2021
660,CY Cergy Paris,Économie,272,Laborde,Femme,Entre 5 et 15 ans,28.75,Au cours des années 2018 à 2020
661,CY Cergy Paris,Économie,273,Autry,Femme,Entre 5 et 15 ans,35.93,Au cours des années 2018 à 2020
662,CY Cergy Paris,Économie,274,Viger,Homme,Entre 5 et 15 ans,48.55,Au cours des années 2018 à 2020
663,CY Cergy Paris,Économie,275,Lorson,Femme,Entre 5 et 15 ans,31.48,Au cours des années 2018 à 2020
664,CY Cergy Paris,Économie,276,Grenier,Homme,Moins de 5 ans,51.1,Au cours des années 2018 à 2020
665,CY Cergy Paris,Économie,277,Lebel,Femme,Moins de 5 ans,34.07,Au cours de l'année 2020 à 2021
666,CY Cergy Paris,Économie,278,Charbonnet,Homme,Entre 5 et 15 ans,46.45,Au cours des années 2018 à 2020
667,CY Cergy Paris,Économie,279,Labiche,Femme,Entre 5 et 15 ans,34.6,Au cours des années 2018 à 2020
668,CY Cergy Paris,Économie,280,Darius,Femme,Entre 5 et 15 ans,20.53,Antérieure à 2018
669,CY Cergy Paris,Économie,281,Gorin,Femme,Entre 5 et 15 ans,0,Jamais
670,CY Cergy Paris,Économie,282,Laforge,Homme,Plus de 15 ans,40.66,Antérieure à 2018
671,CY Cergy Paris,Économie,283,Parde,Femme,Entre 5 et 15 ans,30.95,Au cours des années 2018 à 2020
672,CY Cergy Paris,Économie,284,Bruley,Homme,Plus de 15 ans,40.72,Au cours des années 2018 à 2020
673,CY Cergy Paris,Économie,285,Amar,Femme,Entre 5 et 15 ans,33.43,Au cours de l'année 2020 à 2021
674,CY Cergy Paris,Économie,286,Toye,Homme,Moins de 5 ans,48.7,Au cours de l'année 2020 à 2021
675,CY Cergy Paris,Économie,287,Canard,Femme,Entre 5 et 15 ans,27.61,Au cours des années 2018 à 2020
676,CY Cergy Paris,Économie,288,Cotton,Homme,Entre 5 et 15 ans,48.86,Au cours des années 2018 à 2020
677,CY Cergy Paris,Économie,289,Demore,Femme,Moins de 5 ans,31.23,Au cours de l'année 2020 à 2021
678,CY Cergy Paris,Économie,290,Dubray,Homme,Plus de 15 ans,49.1,Au cours des années 2018 à 2020
679,CY Cergy Paris,Économie,291,Loiseau,Femme,Plus de 15 ans,21.2,Au cours des années 2018 à 2020
680,CY Cergy Paris,Économie,292,Pelotte,Femme,Moins de 5 ans,20.43,Au cours de l'année 2020 à 2021
681,CY Cergy Paris,Économie,293,Gareau,Femme,Moins de 5 ans,20.99,Au cours de l'année 2020 à 2021
682,CY Cergy Paris,Économie,294,Verne,Femme,Entre 5 et 15 ans,0,Jamais
683,CY Cergy Paris,Économie,295,Lafreniere,Femme,Moins de 5 ans,36.99,Au cours de l'année 2020 à 2021
684,CY Cergy Paris,Économie,296,Lelievre,Homme,Plus de 15 ans,41.54,Au cours des années 2018 à 2020
685,CY Cergy Paris,Économie,297,Fanguy,Femme,Plus de 15 ans,0,Jamais
686,CY Cergy Paris,Économie,298,Angelle,Homme,Entre 5 et 15 ans,43.32,Au cours des années 2018 à 2020
687,CY Cergy Paris,Économie,299,Victorian,Homme,Moins de 5 ans,0,Jamais
688,CY Cergy Paris,Économie,300,Sable,Homme,Plus de 15 ans,0,Jamais
689,CY Cergy Paris,Économie,301,Dorion,Femme,Entre 5 et 15 ans,25.23,Au cours de l'année 2020 à 2021
690,CY Cergy Paris,Économie,302,Dalin,Femme,Plus de 15 ans,0,Jamais
691,CY Cergy Paris,Économie,303,Foret,Homme,Entre 5 et 15 ans,53.11,Au cours des années 2018 à 2020
692,CY Cergy Paris,Économie,304,Hasson,Femme,Plus de 15 ans,0,Jamais
693,CY Cergy Paris,Économie,305,Bazinet,Homme,Entre 5 et 15 ans,46.22,Au cours de l'année 2020 à 2021
694,CY Cergy Paris,Économie,306,Pellegrin,Homme,Plus de 15 ans,53.39,Antérieure à 2018
695,CY Cergy Paris,Économie,307,Braley,Non Spécifié,Plus de 15 ans,23.46,Antérieure à 2018
696,CY Cergy Paris,Économie,308,Gillette,Homme,Entre 5 et 15 ans,43.43,Au cours de l'année 2020 à 2021
697,CY Cergy Paris,Économie,309,Charette,Homme,Plus de 15 ans,47.32,Antérieure à 2018
698,CY Cergy Paris,Économie,310,Simard,Homme,Entre 5 et 15 ans,44.61,Au cours des années 2018 à 2020
699,CY Cergy Paris,Économie,311,Wion,Homme,Plus de 15 ans,0,Jamais
700,CY Cergy Paris,Économie,312,Pellerin,Femme,Plus de 15 ans,21.63,Au cours des années 2018 à 2020
701,CY Cergy Paris,Économie,313,Naves,Femme,Moins de 5 ans,32.9,Au cours de l'année 2020 à 2021
702,CY Cergy Paris,Économie,314,Lafont,Homme,Plus de 15 ans,52.37,Antérieure à 2018
703,CY Cergy Paris,Économie,315,Porte,Homme,Entre 5 et 15 ans,42.16,Au cours des années 2018 à 2020
704,CY Cergy Paris,Économie,316,Tarin,Homme,Entre 5 et 15 ans,51.95,Au cours des années 2018 à 2020
705,CY Cergy Paris,Économie,317,St. Charles,Homme,Moins de 5 ans,41.4,Au cours de l'année 2020 à 2021
706,CY Cergy Paris,Économie,318,Brissett,Femme,Plus de 15 ans,0,Jamais
707,CY Cergy Paris,Économie,319,Gee,Femme,Moins de 5 ans,26.7,Au cours de l'année 2020 à 2021
708,CY Cergy Paris,Économie,320,Sas,Femme,Moins de 5 ans,39.81,Au cours de l'année 2020 à 2021
709,CY Cergy Paris,Économie,321,Garrant,Homme,Entre 5 et 15 ans,0,Jamais
710,CY Cergy Paris,Économie,322,Mondry,Femme,Entre 5 et 15 ans,28.49,Au cours des années 2018 à 2020
711,CY Cergy Paris,Économie,323,Jeanfreau,Femme,Moins de 5 ans,26.52,Au cours de l'année 2020 à 2021
712,CY Cergy Paris,Économie,324,Lachapelle,Femme,Entre 5 et 15 ans,22.07,Antérieure à 2018
713,CY Cergy Paris,Économie,325,Savant,Non Spécifié,Moins de 5 ans,29.68,Au cours de l'année 2020 à 2021
714,CY Cergy Paris,Économie,326,Talbert,Homme,Moins de 5 ans,48.63,Au cours de l'année 2020 à 2021
715,CY Cergy Paris,Économie,327,Innocent,Homme,Entre 5 et 15 ans,52.39,Antérieure à 2018
716,CY Cergy Paris,Économie,328,Deforge,Femme,Moins de 5 ans,36.0,Antérieure à 2018
717,CY Cergy Paris,Économie,329,Eugene,Femme,Entre 5 et 15 ans,30.99,Au cours des années 2018 à 2020
718,CY Cergy Paris,Économie,330,Robidoux,Femme,Plus de 15 ans,0,Jamais
719,CY Cergy Paris,Économie,331,Lanouette,Femme,Entre 5 et 15 ans,36.62,Au cours des années 2018 à 2020
720,CY Cergy Paris,Économie,332,Lux,Homme,Moins de 5 ans,48.3,Au cours de l'année 2020 à 2021
721,CY Cergy Paris,Économie,333,Laprairie,Femme,Moins de 5 ans,39.05,Au cours de l'année 2020 à 2021
722,CY Cergy Paris,Économie,334,Daigneault,Homme,Plus de 15 ans,40.87,Au cours de l'année 2020 à 2021
723,CY Cergy Paris,Économie,335,Dorland,Homme,Entre 5 et 15 ans,50.57,Au cours des années 2018 à 2020
724,CY Cergy Paris,Économie,336,Polley,Homme,Entre 5 et 15 ans,44.39,Au cours des années 2018 à 2020
725,CY Cergy Paris,Économie,337,Petitjean,Femme,Entre 5 et 15 ans,38.77,Au cours de l'année 2020 à 2021
726,CY Cergy Paris,Économie,338,Maret,Homme,Plus de 15 ans,0,Jamais
727,CY Cergy Paris,Économie,339,Mousseau,Homme,Entre 5 et 15 ans,53.42,Au cours de l'année 2020 à 2021
728,CY Cergy Paris,Économie,340,Deveaux,Homme,Moins de 5 ans,47.18,Au cours de l'année 2020 à 2021
729,CY Cergy Paris,Économie,341,Brallier,Homme,Entre 5 et 15 ans,48.91,Au cours de l'année 2020 à 2021
730,La Rochelle,Droit,1,Thibeau,Femme,Entre 5 et 15 ans,0,Jamais
731,La Rochelle,Droit,2,Bourg,Femme,Plus de 15 ans,25.75,Antérieure à 2018
732,La Rochelle,Droit,3,Vautrin,Femme,Plus de 15 ans,41.78,Au cours des années 2018 à 2020
733,La Rochelle,Droit,4,Pelle,Homme,Plus de 15 ans,32.7,Au cours des années 2018 à 2020
734,La Rochelle,Droit,5,Boulanger,Femme,Plus de 15 ans,0,Jamais
735,La Rochelle,Droit,6,Devore,Homme,Moins de 5 ans,34.58,Au cours de l'année 2020 à 2021
736,La Rochelle,Droit,7,Laverdure,Femme,Moins de 5 ans,38.8,Au cours de l'année 2020 à 2021
737,La Rochelle,Droit,8,Motte,Homme,Entre 5 et 15 ans,25.29,Au cours des années 2018 à 2020
738,La Rochelle,Droit,9,Dauterive,Homme,Entre 5 et 15 ans,26.94,Au cours des années 2018 à 2020
739,La Rochelle,Droit,10,Aubert,Homme,Plus de 15 ans,27.77,Antérieure à 2018
740,La Rochelle,Droit,11,Freson,Femme,Plus de 15 ans,0,Jamais
741,La Rochelle,Droit,12,Debes,Femme,Moins de 5 ans,31.22,Au cours de l'année 2020 à 2021
742,La Rochelle,Droit,13,Levant,Femme,Entre 5 et 15 ans,33.77,Au cours des années 2018 à 2020
743,La Rochelle,Droit,14,Corbin,Femme,Plus de 15 ans,0,Jamais
744,La Rochelle,Droit,15,Levell,Homme,Moins de 5 ans,34.04,Au cours de l'année 2020 à 2021
745,La Rochelle,Droit,16,Laur,Homme,Entre 5 et 15 ans,28.22,Au cours des années 2018 à 2020
746,La Rochelle,Droit,17,Lamere,Homme,Entre 5 et 15 ans,37.36,Au cours des années 2018 à 2020
747,La Rochelle,Droit,18,Guillemette,Femme,Plus de 15 ans,0,Jamais
748,La Rochelle,Droit,19,Aymond,Femme,Plus de 15 ans,0,Jamais
749,La Rochelle,Droit,20,Lallier,Homme,Plus de 15 ans,29.17,Antérieure à 2018
750,La Rochelle,Droit,21,Harmel,Femme,Plus de 15 ans,43.09,Antérieure à 2018
751,La Rochelle,Droit,22,Servais,Femme,Entre 5 et 15 ans,27.88,Antérieure à 2018
752,La Rochelle,Droit,23,Belair,Homme,Entre 5 et 15 ans,29.3,Au cours de l'année 2020 à 2021
753,La Rochelle,Droit,24,Authement,Femme,Plus de 15 ans,0,Jamais
754,La Rochelle,Droit,25,Caissie,Homme,Plus de 15 ans,40.54,Au cours des années 2018 à 2020
755,La Rochelle,Droit,26,Bacha,Homme,Plus de 15 ans,40.81,Au cours des années 2018 à 2020
756,La Rochelle,Droit,27,Hulette,Femme,Plus de 15 ans,0,Jamais
757,La Rochelle,Droit,28,Gagnon,Femme,Plus de 15 ans,0,Jamais
758,La Rochelle,Droit,29,Bandemer,Femme,Moins de 5 ans,32.86,Antérieure à 2018
759,La Rochelle,Droit,30,Alice,Femme,Plus de 15 ans,41.81,Au cours des années 2018 à 2020
760,La Rochelle,Droit,31,Autin,Homme,Moins de 5 ans,37.55,Au cours de l'année 2020 à 2021
761,La Rochelle,Droit,32,Bain,Homme,Plus de 15 ans,27.04,Antérieure à 2018
762,La Rochelle,Droit,33,Olive,Femme,Moins de 5 ans,28.75,Au cours de l'année 2020 à 2021
763,La Rochelle,Droit,34,Brouillard,Non Spécifié,Plus de 15 ans,39.79,Au cours des années 2018 à 2020
764,La Rochelle,Droit,35,Cormier,Homme,Plus de 15 ans,31.1,Au cours des années 2018 à 2020
765,La Rochelle,Droit,36,Basile,Femme,Moins de 5 ans,44.3,Au cours des années 2018 à 2020
766,La Rochelle,Droit,37,Bordeaux,Femme,Plus de 15 ans,41.38,Au cours des années 2018 à 2020
767,La Rochelle,Droit,38,Quesnel,Homme,Moins de 5 ans,27.26,Au cours de l'année 2020 à 2021
768,La Rochelle,Droit,39,Martsolf,Femme,Entre 5 et 15 ans,30.04,Au cours de l'année 2020 à 2021
769,La Rochelle,Droit,40,Auge,Homme,Entre 5 et 15 ans,33.18,Au cours de l'année 2020 à 2021
770,La Rochelle,Droit,41,Lesieur,Non Spécifié,Entre 5 et 15 ans,0,Jamais
771,La Rochelle,Droit,42,St. Hilaire,Homme,Moins de 5 ans,25.54,Antérieure à 2018
772,La Rochelle,Droit,43,Lesage,Non Spécifié,Plus de 15 ans,26.92,Antérieure à 2018
773,La Rochelle,Droit,44,Maillard,Femme,Moins de 5 ans,37.29,Au cours des années 2018 à 2020
774,La Rochelle,Droit,45,Luc,Femme,Plus de 15 ans,36.21,Antérieure à 2018
775,La Rochelle,Droit,46,Moranville,Homme,Plus de 15 ans,0,Jamais
776,La Rochelle,Droit,47,Bourguignon,Homme,Entre 5 et 15 ans,31.36,Antérieure à 2018
777,La Rochelle,Droit,48,Heber,Femme,Entre 5 et 15 ans,0,Jamais
778,La Rochelle,Droit,49,Frere,Non Spécifié,Plus de 15 ans,46.2,Antérieure à 2018
779,La Rochelle,Droit,50,Pellegrin,Homme,Entre 5 et 15 ans,25.78,Au cours de l'année 2020 à 2021
780,La Rochelle,Droit,51,Mange,Homme,Moins de 5 ans,34.75,Antérieure à 2018
781,La Rochelle,Droit,52,Deon,Non Spécifié,Moins de 5 ans,29.29,Au cours de l'année 2020 à 2021
782,La Rochelle,Droit,53,Lafon,Femme,Entre 5 et 15 ans,40.75,Antérieure à 2018
783,La Rochelle,Droit,54,Heroux,Femme,Entre 5 et 15 ans,0,Jamais
784,La Rochelle,Droit,55,Hubel,Homme,Moins de 5 ans,35.79,Au cours des années 2018 à 2020
785,La Rochelle,Droit,56,Meny,Homme,Entre 5 et 15 ans,35.74,Antérieure à 2018
786,La Rochelle,Droit,57,Galant,Homme,Entre 5 et 15 ans,44.02,Antérieure à 2018
787,La Rochelle,Droit,58,Credit,Femme,Moins de 5 ans,31.8,Antérieure à 2018
788,La Rochelle,Droit,59,Bourque,Homme,Plus de 15 ans,39.14,Antérieure à 2018
789,La Rochelle,Droit,60,Gervin,Homme,Plus de 15 ans,0,Jamais
790,La Rochelle,Droit,61,Bernas,Homme,Entre 5 et 15 ans,26.86,Antérieure à 2018
791,La Rochelle,Droit,62,Capistrant,Homme,Plus de 15 ans,0,Jamais
792,La Rochelle,Droit,63,Deslandes,Femme,Moins de 5 ans,35.81,Au cours des années 2018 à 2020
793,La Rochelle,Droit,64,Obier,Homme,Plus de 15 ans,28.69,Au cours des années 2018 à 2020
