,Unnamed: 0,Teacher_ID,Teacher_Name,Department,Year,Course_ID,Course_Duration,Course_Digit,Course_Present,Digit_Ratio,Digit_Percentage,Digitalization,Duration_Video,Duration_Quiz,Duration_Exam,Number_Video,Number_Quiz,Number_Exam,Number_Ressources,Number_Video_1H,Number_Video_2H,Number_Video_3H,Number_Video_4H,Number_Quiz_1H,Number_Quiz_2H,Number_Exam_1H,Number_Exam_2H,Number_Exam_3H,Number_Exam_4H,Basic_Sequence,Advanced_Sequence
4375,4764,44,Lemaitre,Art,2017,596,15,11,4,0.73,73,Medium-High Digitalization,8,3,0,8,3,0,11,8,0,0,0,3,0,0,0,0,0,Quiz-Quiz-Vid-Vid-Vid-Vid-Vid-Vid-Quiz-Vid-Vid,Vid1H-Vid1H-Vid1H-Quiz1H-Vid1H-Quiz1H-Vid1H-Quiz1H-Vid1H-Vid1H-Vid1H
4376,4772,44,Lemaitre,Art,2017,597,40,9,31,0.21,21,Medium-Low Digitalization,6,3,0,5,2,0,7,4,1,0,0,1,1,0,0,0,0,Quiz-Vid-Vid-Quiz-Vid-Vid-Vid,Vid2H-Vid1H-Quiz1H-Vid1H-Vid1H-Vid1H-Quiz2H
4377,4780,44,Lemaitre,Art,2017,598,6,3,3,0.42,42,Medium-Low Digitalization,1,2,0,1,1,0,2,1,0,0,0,0,1,0,0,0,0,Quiz-Vid,Quiz2H-Vid1H
4378,4788,44,Lemaitre,Art,2017,599,15,2,13,0.12,12,Low Digitalization,1,1,0,1,1,0,2,1,0,0,0,1,0,0,0,0,0,Quiz-Vid,Quiz1H-Vid1H
4379,4796,44,Lemaitre,Art,2017,600,46,21,25,0.45,44,Medium-Low Digitalization,9,11,1,9,10,1,20,9,0,0,0,9,1,1,0,0,0,Quiz-Quiz-Quiz-Vid-Quiz-Vid-Vid-Vid-Quiz-Quiz-Vid-Vid-Exam-Vid-Quiz-Vid-Quiz-Quiz-Vid-Quiz,Vid1H-Quiz1H-Quiz2H-Vid1H-Quiz1H-Exam1H-Quiz1H-Quiz1H-Quiz1H-Vid1H-Quiz1H-Vid1H-Vid1H-Quiz1H-Quiz1H-Vid1H-Vid1H-Vid1H-Vid1H-Quiz1H
4380,4804,45,Holveck,Art,2017,601,50,34,16,0.69,68,Medium-High Digitalization,14,17,3,11,16,2,29,8,3,0,0,15,1,1,1,0,0,Quiz-Quiz-Quiz-Quiz-Quiz-Quiz-Vid-Vid-Vid-Quiz-Vid-Quiz-Vid-Vid-Quiz-Quiz-Vid-Quiz-Quiz-Vid-Quiz-Quiz-Exam-Quiz-Quiz-Vid-Vid-Exam-Vid,Quiz1H-Vid1H-Vid1H-Vid2H-Quiz1H-Quiz1H-Quiz1H-Quiz1H-Vid1H-Quiz1H-Vid2H-Quiz2H-Quiz1H-Quiz1H-Quiz1H-Vid1H-Quiz1H-Vid1H-Vid1H-Vid1H-Vid1H-Quiz1H-Exam1H-Quiz1H-Quiz1H-Quiz1H-Quiz1H-Exam2H-Vid2H
4381,4812,45,Holveck,Art,2017,602,13,9,4,0.72,72,Medium-High Digitalization,6,2,1,5,1,1,7,4,1,0,0,0,1,1,0,0,0,Exam-Vid-Quiz-Vid-Vid-Vid-Vid,Exam1H-Vid1H-Vid1H-Quiz2H-Vid2H-Vid1H-Vid1H
4382,4820,45,Holveck,Art,2017,603,36,16,20,0.45,45,Medium-Low Digitalization,5,9,2,3,9,2,14,1,2,0,0,9,0,2,0,0,0,Vid-Quiz-Quiz-Vid-Quiz-Quiz-Vid-Exam-Quiz-Exam-Quiz-Quiz-Quiz-Quiz,Quiz1H-Quiz1H-Quiz1H-Quiz1H-Vid2H-Vid2H-Quiz1H-Vid1H-Quiz1H-Quiz1H-Exam1H-Exam1H-Quiz1H-Quiz1H
4383,4828,45,Holveck,Art,2017,604,13,12,1,0.92,91,High Digitalization,6,5,1,2,4,1,7,0,1,0,1,3,1,1,0,0,0,Vid-Quiz-Exam-Quiz-Vid-Quiz-Quiz,Quiz1H-Vid4H-Quiz2H-Quiz1H-Quiz1H-Vid2H-Exam1H
4384,4836,45,Holveck,Art,2017,605,9,3,6,0.33,33,Medium-Low Digitalization,1,2,0,1,2,0,3,1,0,0,0,2,0,0,0,0,0,Quiz-Quiz-Vid,Vid1H-Quiz1H-Quiz1H
4385,4844,45,Holveck,Art,2017,606,12,4,8,0.31,31,Medium-Low Digitalization,1,2,1,1,1,1,3,1,0,0,0,0,1,1,0,0,0,Vid-Exam-Quiz,Exam1H-Vid1H-Quiz2H
4386,4852,45,Holveck,Art,2017,607,21,11,10,0.51,51,Medium-High Digitalization,8,2,1,7,1,1,9,6,1,0,0,0,1,1,0,0,0,Vid-Vid-Vid-Quiz-Vid-Exam-Vid-Vid-Vid,Vid1H-Vid1H-Vid1H-Vid1H-Vid1H-Vid2H-Vid1H-Quiz2H-Exam1H
4387,4860,45,Holveck,Art,2017,608,5,3,2,0.61,61,Medium-High Digitalization,2,1,0,1,1,0,2,0,1,0,0,1,0,0,0,0,0,Quiz-Vid,Quiz1H-Vid2H
4388,4868,45,Holveck,Art,2017,609,15,7,8,0.44,44,Medium-Low Digitalization,2,4,1,2,3,1,6,2,0,0,0,2,1,1,0,0,0,Quiz-Vid-Quiz-Exam-Quiz-Vid,Vid1H-Quiz2H-Quiz1H-Quiz1H-Vid1H-Exam1H
4389,4876,45,Holveck,Art,2017,610,14,6,8,0.4,39,Medium-Low Digitalization,3,2,1,3,2,1,6,3,0,0,0,2,0,1,0,0,0,Vid-Quiz-Vid-Quiz-Exam-Vid,Vid1H-Vid1H-Quiz1H-Vid1H-Quiz1H-Exam1H
4390,4884,46,Baize,Art,2017,611,15,7,8,0.46,45,Medium-Low Digitalization,3,3,1,2,2,1,5,1,1,0,0,1,1,1,0,0,0,Quiz-Quiz-Exam-Vid-Vid,Vid2H-Quiz2H-Vid1H-Exam1H-Quiz1H
4391,4892,46,Baize,Art,2017,612,14,8,6,0.57,56,Medium-High Digitalization,5,3,0,3,3,0,6,2,0,1,0,3,0,0,0,0,0,Vid-Vid-Vid-Quiz-Quiz-Quiz,Quiz1H-Vid1H-Quiz1H-Vid3H-Vid1H-Quiz1H
4392,4900,46,Baize,Art,2017,613,19,10,9,0.53,52,Medium-High Digitalization,3,4,3,2,2,3,7,1,1,0,0,0,2,3,0,0,0,Exam-Exam-Vid-Quiz-Exam-Quiz-Vid,Quiz2H-Exam1H-Exam1H-Quiz2H-Exam1H-Vid2H-Vid1H
4393,4908,46,Baize,Art,2017,614,49,26,23,0.54,54,Medium-High Digitalization,10,15,1,3,11,1,15,0,1,0,2,7,4,1,0,0,0,Vid-Quiz-Quiz-Quiz-Quiz-Quiz-Quiz-Quiz-Quiz-Quiz-Quiz-Exam-Quiz-Vid-Vid,Quiz1H-Quiz1H-Quiz2H-Quiz1H-Exam1H-Quiz1H-Vid4H-Quiz1H-Vid4H-Quiz1H-Quiz2H-Quiz2H-Vid2H-Quiz1H-Quiz2H
4394,4916,46,Baize,Art,2017,615,10,4,6,0.39,39,Medium-Low Digitalization,1,2,1,1,2,1,4,1,0,0,0,2,0,1,0,0,0,Vid-Quiz-Exam-Quiz,Quiz1H-Quiz1H-Exam1H-Vid1H
4395,4924,46,Baize,Art,2017,616,10,7,3,0.71,70,Medium-High Digitalization,4,2,1,1,1,1,3,0,0,0,1,0,1,1,0,0,0,Exam-Quiz-Vid,Exam1H-Quiz2H-Vid4H
4396,4932,46,Baize,Art,2017,617,25,12,13,0.5,49,Medium-Low Digitalization,3,7,2,1,6,1,8,0,0,1,0,5,1,0,1,0,0,Quiz-Quiz-Quiz-Vid-Quiz-Quiz-Quiz-Exam,Quiz2H-Vid3H-Quiz1H-Exam2H-Quiz1H-Quiz1H-Quiz1H-Quiz1H
4397,4940,46,Baize,Art,2017,618,17,2,15,0.14,14,Low Digitalization,1,1,0,1,1,0,2,1,0,0,0,1,0,0,0,0,0,Quiz-Vid,Quiz1H-Vid1H
4398,4948,46,Baize,Art,2017,619,6,4,2,0.68,68,Medium-High Digitalization,1,2,1,1,2,1,4,1,0,0,0,2,0,1,0,0,0,Exam-Quiz-Vid-Quiz,Exam1H-Vid1H-Quiz1H-Quiz1H
4399,4956,46,Baize,Art,2017,620,33,14,19,0.43,42,Medium-Low Digitalization,4,7,3,4,4,1,9,4,0,0,0,1,3,0,0,1,0,Exam-Vid-Vid-Quiz-Vid-Quiz-Vid-Quiz-Quiz,Exam3H-Quiz2H-Vid1H-Quiz2H-Quiz2H-Vid1H-Vid1H-Vid1H-Quiz1H
4400,4964,47,Trembly,Art,2017,621,41,18,23,0.44,44,Medium-Low Digitalization,13,4,1,9,2,1,12,6,2,1,0,0,2,1,0,0,0,Vid-Vid-Vid-Vid-Exam-Vid-Vid-Vid-Quiz-Quiz-Vid-Vid,Vid2H-Quiz2H-Vid1H-Exam1H-Vid1H-Vid2H-Vid1H-Vid1H-Vid1H-Vid3H-Quiz2H-Vid1H
4401,4972,47,Trembly,Art,2017,622,10,1,9,0.1,10,Low Digitalization,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,Quiz,Quiz1H
4402,4980,47,Trembly,Art,2017,623,33,22,11,0.67,67,Medium-High Digitalization,8,11,3,6,8,3,17,4,2,0,0,5,3,3,0,0,0,Vid-Vid-Quiz-Vid-Quiz-Quiz-Exam-Exam-Quiz-Quiz-Vid-Quiz-Quiz-Exam-Quiz-Vid-Vid,Quiz2H-Vid1H-Vid2H-Quiz2H-Exam1H-Vid1H-Quiz1H-Quiz1H-Quiz1H-Exam1H-Vid1H-Vid1H-Quiz2H-Exam1H-Quiz1H-Quiz1H-Vid2H
4403,4988,47,Trembly,Art,2017,624,20,4,16,0.22,21,Medium-Low Digitalization,2,2,0,2,2,0,4,2,0,0,0,2,0,0,0,0,0,Quiz-Quiz-Vid-Vid,Quiz1H-Vid1H-Quiz1H-Vid1H
4404,4996,47,Trembly,Art,2017,625,34,1,33,0.02,2,Low Digitalization,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,Quiz,Quiz1H
4405,5004,47,Trembly,Art,2017,626,7,1,6,0.11,11,Low Digitalization,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,Quiz,Quiz1H
4406,5012,47,Trembly,Art,2017,627,15,5,10,0.33,32,Medium-Low Digitalization,1,3,1,1,2,1,4,1,0,0,0,1,1,1,0,0,0,Exam-Quiz-Quiz-Vid,Quiz2H-Vid1H-Quiz1H-Exam1H
4407,5020,47,Trembly,Art,2017,628,15,9,6,0.6,60,Medium-High Digitalization,2,5,2,2,4,1,7,2,0,0,0,3,1,0,1,0,0,Vid-Exam-Quiz-Vid-Quiz-Quiz-Quiz,Quiz1H-Vid1H-Quiz2H-Quiz1H-Vid1H-Quiz1H-Exam2H
4408,5028,47,Trembly,Art,2017,629,16,13,3,0.81,81,High Digitalization,8,3,2,4,3,1,8,1,2,1,0,3,0,0,1,0,0,Vid-Exam-Quiz-Vid-Vid-Vid-Quiz-Quiz,Vid1H-Vid2H-Vid3H-Quiz1H-Exam2H-Vid2H-Quiz1H-Quiz1H
4409,5036,47,Trembly,Art,2017,630,26,13,13,0.5,49,Medium-Low Digitalization,10,2,1,7,2,1,10,4,3,0,0,2,0,1,0,0,0,Vid-Vid-Exam-Vid-Vid-Vid-Vid-Quiz-Vid-Quiz,Vid2H-Vid1H-Vid1H-Quiz1H-Vid1H-Vid1H-Quiz1H-Exam1H-Vid2H-Vid2H
4410,5044,47,Trembly,Art,2017,631,32,7,25,0.21,20,Low Digitalization,2,3,2,2,3,1,6,2,0,0,0,3,0,0,1,0,0,Quiz-Quiz-Vid-Exam-Quiz-Vid,Quiz1H-Exam2H-Quiz1H-Vid1H-Vid1H-Quiz1H
4411,5052,47,Trembly,Art,2017,632,14,11,3,0.77,76,Medium-High Digitalization,6,5,0,6,4,0,10,6,0,0,0,3,1,0,0,0,0,Vid-Quiz-Quiz-Vid-Quiz-Vid-Vid-Quiz-Vid-Vid,Quiz1H-Vid1H-Quiz1H-Vid1H-Quiz2H-Vid1H-Vid1H-Quiz1H-Vid1H-Vid1H
4412,5060,47,Trembly,Art,2017,633,8,5,3,0.64,63,Medium-High Digitalization,3,2,0,3,2,0,5,3,0,0,0,2,0,0,0,0,0,Quiz-Vid-Vid-Quiz-Vid,Quiz1H-Quiz1H-Vid1H-Vid1H-Vid1H
4413,5068,47,Trembly,Art,2017,634,53,16,37,0.3,30,Medium-Low Digitalization,6,7,3,4,4,1,9,3,0,1,0,1,3,0,0,1,0,Vid-Vid-Vid-Exam-Quiz-Vid-Quiz-Quiz-Quiz,Vid1H-Quiz2H-Vid3H-Quiz1H-Exam3H-Vid1H-Quiz2H-Quiz2H-Vid1H
4414,5076,47,Trembly,Art,2017,635,33,22,11,0.66,66,Medium-High Digitalization,16,5,1,12,3,1,16,8,4,0,0,1,2,1,0,0,0,Quiz-Vid-Vid-Vid-Vid-Vid-Quiz-Exam-Vid-Vid-Quiz-Vid-Vid-Vid-Vid-Vid,Vid1H-Vid1H-Vid1H-Exam1H-Vid2H-Vid1H-Vid2H-Vid1H-Quiz1H-Vid1H-Quiz2H-Vid1H-Vid2H-Quiz2H-Vid2H-Vid1H
4415,5084,47,Trembly,Art,2017,636,33,12,21,0.36,35,Medium-Low Digitalization,8,4,0,6,4,0,10,5,0,1,0,4,0,0,0,0,0,Quiz-Quiz-Vid-Vid-Vid-Vid-Quiz-Vid-Vid-Quiz,Vid1H-Vid1H-Quiz1H-Vid3H-Quiz1H-Vid1H-Quiz1H-Vid1H-Vid1H-Quiz1H
4416,5092,48,Doris,Art,2017,637,10,0,10,0.01,1,Low Digitalization,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
4417,5100,48,Doris,Art,2017,638,7,4,3,0.54,53,Medium-High Digitalization,1,2,1,1,2,1,4,1,0,0,0,2,0,1,0,0,0,Quiz-Quiz-Vid-Exam,Quiz1H-Quiz1H-Exam1H-Vid1H
4418,5108,48,Doris,Art,2017,639,30,16,14,0.54,53,Medium-High Digitalization,9,4,3,6,4,3,13,4,1,1,0,4,0,3,0,0,0,Vid-Quiz-Vid-Quiz-Quiz-Exam-Vid-Vid-Quiz-Exam-Exam-Vid-Vid,Quiz1H-Exam1H-Vid1H-Vid3H-Quiz1H-Vid1H-Vid2H-Vid1H-Quiz1H-Quiz1H-Exam1H-Vid1H-Exam1H
4419,5116,48,Doris,Art,2017,640,46,31,15,0.67,67,Medium-High Digitalization,17,12,2,13,9,2,24,10,2,1,0,6,3,2,0,0,0,Quiz-Vid-Vid-Quiz-Vid-Quiz-Quiz-Quiz-Vid-Vid-Vid-Vid-Vid-Exam-Vid-Vid-Quiz-Exam-Quiz-Vid-Quiz-Vid-Vid-Quiz,Quiz2H-Exam1H-Vid1H-Vid1H-Quiz1H-Vid1H-Quiz1H-Vid1H-Vid2H-Quiz1H-Vid1H-Exam1H-Quiz1H-Vid1H-Vid1H-Vid1H-Vid3H-Quiz1H-Quiz2H-Quiz1H-Vid2H-Vid1H-Quiz2H-Vid1H
4420,5124,48,Doris,Art,2017,641,25,6,19,0.24,24,Medium-Low Digitalization,3,2,1,1,2,1,4,0,0,1,0,2,0,1,0,0,0,Quiz-Quiz-Vid-Exam,Exam1H-Vid3H-Quiz1H-Quiz1H
4421,5132,48,Doris,Art,2017,642,31,2,29,0.05,4,Low Digitalization,1,1,0,1,1,0,2,1,0,0,0,1,0,0,0,0,0,Quiz-Vid,Vid1H-Quiz1H
4422,5140,48,Doris,Art,2017,643,6,0,6,0.02,2,Low Digitalization,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
4423,5148,48,Doris,Art,2017,644,9,4,5,0.49,49,Medium-Low Digitalization,2,2,0,1,2,0,3,0,1,0,0,2,0,0,0,0,0,Quiz-Quiz-Vid,Quiz1H-Vid2H-Quiz1H
4424,5156,48,Doris,Art,2017,645,11,9,2,0.84,83,High Digitalization,5,3,1,3,2,1,6,1,2,0,0,1,1,1,0,0,0,Exam-Vid-Quiz-Vid-Quiz-Vid,Vid2H-Exam1H-Vid1H-Quiz2H-Vid2H-Quiz1H
4425,5164,48,Doris,Art,2017,646,10,2,8,0.23,23,Medium-Low Digitalization,1,1,0,1,1,0,2,1,0,0,0,1,0,0,0,0,0,Vid-Quiz,Quiz1H-Vid1H
4426,5172,48,Doris,Art,2017,647,15,13,2,0.85,85,High Digitalization,8,4,1,4,4,1,9,0,4,0,0,4,0,1,0,0,0,Vid-Exam-Vid-Vid-Vid-Quiz-Quiz-Quiz-Quiz,Vid2H-Vid2H-Exam1H-Quiz1H-Vid2H-Quiz1H-Vid2H-Quiz1H-Quiz1H
4427,5180,48,Doris,Art,2017,648,44,4,40,0.08,8,Low Digitalization,1,2,1,1,2,1,4,1,0,0,0,2,0,1,0,0,0,Exam-Quiz-Vid-Quiz,Quiz1H-Exam1H-Quiz1H-Vid1H
4428,5188,48,Doris,Art,2017,649,21,6,15,0.28,28,Medium-Low Digitalization,3,3,0,3,3,0,6,3,0,0,0,3,0,0,0,0,0,Quiz-Quiz-Vid-Vid-Quiz-Vid,Quiz1H-Vid1H-Quiz1H-Quiz1H-Vid1H-Vid1H
4429,5196,48,Doris,Art,2017,650,31,20,11,0.64,63,Medium-High Digitalization,8,10,2,2,8,2,12,0,0,0,2,6,2,2,0,0,0,Exam-Quiz-Quiz-Quiz-Quiz-Quiz-Quiz-Exam-Quiz-Quiz-Vid-Vid,Quiz1H-Quiz2H-Quiz1H-Exam1H-Quiz1H-Vid4H-Quiz1H-Vid4H-Quiz2H-Quiz1H-Quiz1H-Exam1H
4430,5204,48,Doris,Art,2017,651,32,13,19,0.41,41,Medium-Low Digitalization,5,8,0,4,4,0,8,3,1,0,0,0,4,0,0,0,0,Quiz-Vid-Vid-Quiz-Vid-Quiz-Quiz-Vid,Quiz2H-Vid2H-Vid1H-Quiz2H-Vid1H-Quiz2H-Vid1H-Quiz2H
4431,5212,48,Doris,Art,2017,652,29,10,19,0.36,35,Medium-Low Digitalization,4,4,2,2,2,1,5,0,2,0,0,0,2,0,1,0,0,Quiz-Vid-Quiz-Exam-Vid,Quiz2H-Vid2H-Vid2H-Quiz2H-Exam2H
4432,5220,48,Doris,Art,2017,653,28,22,6,0.78,78,Medium-High Digitalization,7,11,4,7,7,1,15,7,0,0,0,3,4,0,0,0,1,Quiz-Vid-Quiz-Quiz-Quiz-Vid-Quiz-Vid-Exam-Vid-Quiz-Vid-Vid-Vid-Quiz,Vid1H-Vid1H-Vid1H-Quiz2H-Quiz1H-Vid1H-Exam4H-Quiz2H-Quiz2H-Vid1H-Vid1H-Quiz1H-Vid1H-Quiz2H-Quiz1H
4433,5228,49,Letendre,Art,2017,654,20,1,19,0.05,5,Low Digitalization,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,Quiz,Quiz1H
4434,5236,49,Letendre,Art,2017,655,28,1,27,0.05,4,Low Digitalization,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,Quiz,Quiz1H
4435,5244,49,Letendre,Art,2017,656,11,6,5,0.52,52,Medium-High Digitalization,3,2,1,3,2,1,6,3,0,0,0,2,0,1,0,0,0,Exam-Vid-Vid-Quiz-Vid-Quiz,Quiz1H-Vid1H-Quiz1H-Exam1H-Vid1H-Vid1H
4436,5252,49,Letendre,Art,2017,657,6,3,3,0.45,44,Medium-Low Digitalization,1,2,0,1,2,0,3,1,0,0,0,2,0,0,0,0,0,Quiz-Vid-Quiz,Quiz1H-Quiz1H-Vid1H
4437,5260,49,Letendre,Art,2017,658,8,5,3,0.57,56,Medium-High Digitalization,3,2,0,2,2,0,4,1,1,0,0,2,0,0,0,0,0,Vid-Vid-Quiz-Quiz,Quiz1H-Quiz1H-Vid1H-Vid2H
4438,5268,49,Letendre,Art,2017,659,30,22,8,0.73,72,Medium-High Digitalization,9,10,3,3,6,3,12,0,1,1,1,2,4,3,0,0,0,Quiz-Vid-Vid-Vid-Exam-Exam-Quiz-Quiz-Quiz-Quiz-Quiz-Exam,Vid2H-Quiz1H-Quiz1H-Exam1H-Vid4H-Exam1H-Exam1H-Quiz2H-Vid3H-Quiz2H-Quiz2H-Quiz2H
4439,5276,49,Letendre,Art,2017,660,25,8,17,0.32,31,Medium-Low Digitalization,4,3,1,1,2,1,4,0,0,0,1,1,1,1,0,0,0,Quiz-Exam-Quiz-Vid,Vid4H-Quiz2H-Exam1H-Quiz1H
4440,5284,49,Letendre,Art,2017,661,32,4,28,0.13,12,Low Digitalization,2,2,0,2,1,0,3,2,0,0,0,0,1,0,0,0,0,Vid-Quiz-Vid,Quiz2H-Vid1H-Vid1H
4441,5292,49,Letendre,Art,2017,662,20,8,12,0.42,41,Medium-Low Digitalization,3,4,1,3,3,1,7,3,0,0,0,2,1,1,0,0,0,Quiz-Exam-Quiz-Quiz-Vid-Vid-Vid,Vid1H-Quiz1H-Exam1H-Vid1H-Vid1H-Quiz1H-Quiz2H
4442,5300,49,Letendre,Art,2017,663,7,2,5,0.27,27,Medium-Low Digitalization,1,1,0,1,1,0,2,1,0,0,0,1,0,0,0,0,0,Vid-Quiz,Quiz1H-Vid1H
4443,5308,50,St. Julien,Art,2017,664,8,3,5,0.35,34,Medium-Low Digitalization,1,2,0,1,1,0,2,1,0,0,0,0,1,0,0,0,0,Quiz-Vid,Quiz2H-Vid1H
4444,5316,50,St. Julien,Art,2017,665,11,6,5,0.55,54,Medium-High Digitalization,3,3,0,3,3,0,6,3,0,0,0,3,0,0,0,0,0,Vid-Quiz-Quiz-Vid-Vid-Quiz,Quiz1H-Vid1H-Vid1H-Quiz1H-Quiz1H-Vid1H
4445,5324,50,St. Julien,Art,2017,666,9,7,2,0.8,79,Medium-High Digitalization,2,4,1,1,4,1,6,0,1,0,0,4,0,1,0,0,0,Vid-Quiz-Quiz-Quiz-Quiz-Exam,Quiz1H-Quiz1H-Quiz1H-Vid2H-Quiz1H-Exam1H
4446,5332,50,St. Julien,Art,2017,667,32,23,9,0.73,73,Medium-High Digitalization,14,8,1,11,6,1,18,9,1,1,0,4,2,1,0,0,0,Vid-Vid-Quiz-Quiz-Vid-Quiz-Vid-Vid-Vid-Exam-Quiz-Vid-Vid-Vid-Quiz-Quiz-Vid-Vid,Vid3H-Vid1H-Vid1H-Vid1H-Quiz1H-Vid1H-Vid1H-Quiz1H-Vid1H-Vid1H-Quiz2H-Quiz2H-Quiz1H-Exam1H-Vid1H-Vid2H-Vid1H-Quiz1H
4447,5340,50,St. Julien,Art,2017,668,35,5,30,0.14,13,Low Digitalization,2,3,0,2,3,0,5,2,0,0,0,3,0,0,0,0,0,Quiz-Quiz-Vid-Quiz-Vid,Vid1H-Quiz1H-Quiz1H-Quiz1H-Vid1H
4448,5348,50,St. Julien,Art,2017,669,9,3,6,0.3,30,Medium-Low Digitalization,2,1,0,2,1,0,3,2,0,0,0,1,0,0,0,0,0,Vid-Quiz-Vid,Vid1H-Vid1H-Quiz1H
4449,5356,50,St. Julien,Art,2017,670,42,27,15,0.64,64,Medium-High Digitalization,11,14,2,11,13,1,25,11,0,0,0,12,1,0,1,0,0,Vid-Quiz-Vid-Vid-Quiz-Quiz-Quiz-Quiz-Quiz-Vid-Exam-Quiz-Vid-Vid-Quiz-Vid-Vid-Quiz-Quiz-Vid-Vid-Vid-Quiz-Quiz-Quiz,Quiz1H-Quiz1H-Quiz1H-Quiz1H-Quiz1H-Vid1H-Vid1H-Quiz1H-Quiz1H-Vid1H-Quiz1H-Vid1H-Quiz1H-Exam2H-Vid1H-Quiz1H-Vid1H-Quiz1H-Vid1H-Quiz1H-Quiz2H-Vid1H-Vid1H-Vid1H-Vid1H
4450,5364,50,St. Julien,Art,2017,671,15,8,7,0.54,54,Medium-High Digitalization,4,3,1,1,3,1,5,0,0,0,1,3,0,1,0,0,0,Quiz-Quiz-Quiz-Vid-Exam,Quiz1H-Vid4H-Exam1H-Quiz1H-Quiz1H
4451,5372,50,St. Julien,Art,2017,672,15,0,15,0.02,2,Low Digitalization,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
4452,5380,50,St. Julien,Art,2017,673,12,2,10,0.19,18,Low Digitalization,1,1,0,1,1,0,2,1,0,0,0,1,0,0,0,0,0,Quiz-Vid,Vid1H-Quiz1H
4453,5388,51,Frederic,Economy,2017,674,46,26,20,0.56,56,Medium-High Digitalization,7,15,4,7,13,3,23,7,0,0,0,11,2,2,1,0,0,Quiz-Vid-Quiz-Quiz-Quiz-Vid-Quiz-Quiz-Exam-Vid-Quiz-Quiz-Quiz-Exam-Quiz-Exam-Vid-Vid-Quiz-Vid-Vid-Quiz-Quiz,Quiz1H-Quiz1H-Quiz1H-Exam1H-Vid1H-Vid1H-Vid1H-Quiz1H-Quiz2H-Quiz1H-Quiz1H-Vid1H-Quiz1H-Quiz1H-Quiz2H-Quiz1H-Quiz1H-Exam1H-Quiz1H-Exam2H-Vid1H-Vid1H-Vid1H
4454,5396,51,Frederic,Economy,2017,675,6,3,3,0.54,54,Medium-High Digitalization,1,2,0,1,2,0,3,1,0,0,0,2,0,0,0,0,0,Quiz-Vid-Quiz,Quiz1H-Quiz1H-Vid1H
4455,5404,51,Frederic,Economy,2017,676,14,10,4,0.71,70,Medium-High Digitalization,4,5,1,3,4,1,8,2,1,0,0,3,1,1,0,0,0,Vid-Vid-Vid-Quiz-Quiz-Quiz-Quiz-Exam,Quiz1H-Quiz1H-Vid2H-Vid1H-Quiz1H-Quiz2H-Exam1H-Vid1H
4456,5412,51,Frederic,Economy,2017,677,11,8,3,0.73,73,Medium-High Digitalization,4,3,1,1,2,1,4,0,0,0,1,1,1,1,0,0,0,Quiz-Quiz-Vid-Exam,Exam1H-Quiz1H-Quiz2H-Vid4H
4457,5420,51,Frederic,Economy,2017,678,40,5,35,0.12,12,Low Digitalization,3,2,0,1,2,0,3,0,0,1,0,2,0,0,0,0,0,Vid-Quiz-Quiz,Vid3H-Quiz1H-Quiz1H
4458,5428,51,Frederic,Economy,2017,679,25,18,7,0.74,73,Medium-High Digitalization,13,5,0,10,3,0,13,7,3,0,0,1,2,0,0,0,0,Vid-Vid-Vid-Quiz-Vid-Vid-Vid-Vid-Quiz-Vid-Vid-Quiz-Vid,Vid1H-Quiz2H-Vid1H-Vid1H-Quiz2H-Vid1H-Quiz1H-Vid2H-Vid2H-Vid1H-Vid1H-Vid1H-Vid2H
4459,5436,51,Frederic,Economy,2017,680,9,5,4,0.61,60,Medium-High Digitalization,2,2,1,1,2,1,4,0,1,0,0,2,0,1,0,0,0,Quiz-Quiz-Exam-Vid,Quiz1H-Exam1H-Quiz1H-Vid2H
4460,5444,51,Frederic,Economy,2017,681,26,16,10,0.63,62,Medium-High Digitalization,9,4,3,3,3,2,8,0,0,3,0,2,1,1,1,0,0,Quiz-Quiz-Quiz-Vid-Exam-Vid-Exam-Vid,Quiz1H-Vid3H-Quiz2H-Exam2H-Vid3H-Exam1H-Vid3H-Quiz1H
4461,5452,51,Frederic,Economy,2017,682,13,8,5,0.64,64,Medium-High Digitalization,2,4,2,1,2,2,5,0,1,0,0,0,2,2,0,0,0,Exam-Quiz-Vid-Quiz-Exam,Vid2H-Exam1H-Quiz2H-Exam1H-Quiz2H
4462,5460,52,Maheu,Economy,2017,683,9,5,4,0.51,51,Medium-High Digitalization,2,2,1,1,2,1,4,0,1,0,0,2,0,1,0,0,0,Exam-Quiz-Vid-Quiz,Quiz1H-Quiz1H-Exam1H-Vid2H
4463,5468,52,Maheu,Economy,2017,684,11,5,6,0.44,44,Medium-Low Digitalization,2,2,1,1,1,1,3,0,1,0,0,0,1,1,0,0,0,Quiz-Exam-Vid,Vid2H-Quiz2H-Exam1H
